subject	predicate	object	relation_source
CATH:2.60.40.720	biolink:close_match	InterPro:IPR012346	residue-identity+interpro-member|UniProtKB:G5EFQ5,UniProtKB:P22814,UniProtKB:Q9W349|n=3
CATH:1.20.1260.10	biolink:close_match	InterPro:IPR012347	residue-identity+interpro-member|UniProtKB:P0A998,UniProtKB:P0ABD3,UniProtKB:Q39101|n=3
CATH:1.10.620.20	biolink:close_match	InterPro:IPR012348	residue-identity+interpro-member|UniProtKB:O22832,UniProtKB:Q9LF05,UniProtKB:Q9M881|n=3
CATH:2.30.110.10	biolink:close_match	InterPro:IPR012349	residue-identity+interpro-member|UniProtKB:O75629,UniProtKB:O88668,UniProtKB:Q9LU39|n=3
CATH:1.10.10.41	biolink:close_match	InterPro:IPR013034	residue-identity+interpro-member|UniProtKB:P11387,UniProtKB:P30181,UniProtKB:Q04750|n=3
CATH:2.60.40.1150	biolink:close_match	InterPro:IPR013037	residue-identity+interpro-member|UniProtKB:O35643,UniProtKB:P63010,UniProtKB:Q9DBG3|n=3
CATH:2.60.120.180	biolink:close_match	InterPro:IPR013319	residue-identity+interpro-member|UniProtKB:P18429|n=1
CATH:1.10.1220.10	biolink:close_match	InterPro:IPR013321	residue-identity+interpro-member|UniProtKB:P0AFU6,UniProtKB:P0C079,UniProtKB:Q47150|n=3
CATH:1.10.10.390	biolink:close_match	InterPro:IPR013523	residue-identity+interpro-member|UniProtKB:O14929,UniProtKB:Q12341,UniProtKB:Q8BY71|n=3
CATH:1.10.268.10	biolink:close_match	InterPro:IPR013757	residue-identity+interpro-member|UniProtKB:P0AES4,UniProtKB:P0AFI2,UniProtKB:Q45066|n=3
CATH:3.40.50.670	biolink:close_match	InterPro:IPR013759	residue-identity+interpro-member|UniProtKB:P06786,UniProtKB:P0AES6,UniProtKB:P20083|n=3
CATH:1.10.443.10	biolink:close_match	InterPro:IPR013762	residue-identity+interpro-member|UniProtKB:O35009,UniProtKB:P0ADH5,UniProtKB:P0ADH7|n=3
CATH:2.60.40.1180	biolink:close_match	InterPro:IPR013780	residue-identity+interpro-member|UniProtKB:P08195,UniProtKB:P10852,UniProtKB:Q45070|n=3
CATH:3.20.20.70	biolink:close_match	InterPro:IPR013785	residue-identity+interpro-member|UniProtKB:P30300,UniProtKB:Q12794,UniProtKB:Q8LAH7|n=3
CATH:3.30.1490.20	biolink:close_match	InterPro:IPR013815	residue-identity+interpro-member|UniProtKB:A2APC3,UniProtKB:P17600|n=2
CATH:1.10.460.10	biolink:close_match	InterPro:IPR013824	residue-identity+interpro-member|UniProtKB:P96583,UniProtKB:Q58907,UniProtKB:Q59046|n=3
CATH:1.10.290.10	biolink:close_match	InterPro:IPR013826	residue-identity+interpro-member|UniProtKB:P96583,UniProtKB:Q58907,UniProtKB:Q59046|n=3
CATH:1.20.120.80	biolink:close_match	InterPro:IPR013833	residue-identity+interpro-member|UniProtKB:P0ABJ3,UniProtKB:P24012,UniProtKB:P34958|n=3
CATH:1.10.569.10	biolink:close_match	InterPro:IPR013984	residue-identity+interpro-member|UniProtKB:P76192,UniProtKB:Q58585|n=2
CATH:1.10.599.10	biolink:close_match	InterPro:IPR013985	residue-identity+interpro-member|UniProtKB:P76192|n=1
CATH:1.10.10.160	biolink:close_match	InterPro:IPR013986	residue-identity+interpro-member|UniProtKB:O34580,UniProtKB:P03018,UniProtKB:P09980|n=3
CATH:1.10.10.570	biolink:close_match	InterPro:IPR014041	residue-identity+interpro-member|UniProtKB:Q7JXV9,UniProtKB:Q9BRG1,UniProtKB:Q9CQ80|n=3
CATH:1.10.1080.10	biolink:close_match	InterPro:IPR014042	residue-identity+interpro-member|UniProtKB:P46416,UniProtKB:P48637,UniProtKB:P51855|n=3
CATH:3.30.1490.80	biolink:close_match	InterPro:IPR014049	residue-identity+interpro-member|UniProtKB:P46416,UniProtKB:P48637,UniProtKB:P51855|n=3
CATH:3.30.429.10	biolink:close_match	InterPro:IPR014347	residue-identity+interpro-member|UniProtKB:P14174,UniProtKB:P30046,UniProtKB:P34884|n=3
CATH:3.30.1490.50	biolink:close_match	InterPro:IPR014709	residue-identity+interpro-member|UniProtKB:P46416,UniProtKB:P48637,UniProtKB:P51855|n=3
CATH:2.60.120.10	biolink:close_match	InterPro:IPR014710	residue-identity+interpro-member|UniProtKB:E1AZ71,UniProtKB:Q14028|n=2
CATH:3.90.15.10	biolink:close_match	InterPro:IPR014711	residue-identity+interpro-member|UniProtKB:P11387,UniProtKB:P30181,UniProtKB:Q04750|n=3
CATH:1.20.58.150	biolink:close_match	InterPro:IPR014712	residue-identity+interpro-member|UniProtKB:Q13492,UniProtKB:Q61548,UniProtKB:Q7M6Y3|n=3
CATH:3.30.70.60	biolink:close_match	InterPro:IPR014717	residue-identity+interpro-member|UniProtKB:P21468,UniProtKB:Q8VY91,UniProtKB:Q948R9|n=3
CATH:2.70.98.10	biolink:close_match	InterPro:IPR014718	residue-identity+interpro-member|UniProtKB:P39840,UniProtKB:Q94AQ8,UniProtKB:Q9C503|n=3
CATH:3.30.1390.10	biolink:close_match	InterPro:IPR014719	residue-identity+interpro-member|UniProtKB:P0A7K2,UniProtKB:P0A8Q6,UniProtKB:Q9SX29|n=3
CATH:3.30.230.10	biolink:close_match	InterPro:IPR014721	residue-identity+interpro-member|UniProtKB:P62249,UniProtKB:Q9M8X9,UniProtKB:Q9SK22|n=3
CATH:2.30.30.30	biolink:close_match	InterPro:IPR014722	residue-identity+interpro-member|UniProtKB:P50914,UniProtKB:Q9CR57,UniProtKB:Q9T043|n=3
CATH:2.40.50.150	biolink:close_match	InterPro:IPR014724	residue-identity+interpro-member|UniProtKB:P0A8V2,UniProtKB:Q60181,UniProtKB:Q9LK40|n=3
CATH:4.10.950.10	biolink:close_match	InterPro:IPR014726	residue-identity+interpro-member|UniProtKB:P60422,UniProtKB:P62917,UniProtKB:P62918|n=3
CATH:1.10.132.10	biolink:close_match	InterPro:IPR014727	residue-identity+interpro-member|UniProtKB:P11387,UniProtKB:P30181,UniProtKB:Q04750|n=3
CATH:3.40.50.620	biolink:close_match	InterPro:IPR014729	residue-identity+interpro-member|UniProtKB:Q58357,UniProtKB:Q9P2J5|n=2
CATH:3.10.320.10	biolink:close_match	InterPro:IPR014745	residue-identity+interpro-member|UniProtKB:P01903,UniProtKB:P01911,UniProtKB:P79483|n=3
CATH:1.10.12.10	biolink:close_match	InterPro:IPR014748	residue-identity+interpro-member|UniProtKB:F4JML5,UniProtKB:P30084,UniProtKB:P77467|n=3
CATH:1.20.5.370	biolink:close_match	InterPro:IPR014751	residue-identity+interpro-member|UniProtKB:P10567,UniProtKB:P67936,UniProtKB:Q6IRU2|n=3
CATH:2.60.40.840	biolink:close_match	InterPro:IPR014753	residue-identity+interpro-member|UniProtKB:P32121,UniProtKB:Q8BWG8,UniProtKB:Q91YI4|n=3
CATH:2.60.40.1220	biolink:close_match	InterPro:IPR014755	residue-identity+interpro-member|UniProtKB:C0SP95,UniProtKB:P0AA57|n=2
CATH:3.30.950.10	biolink:close_match	InterPro:IPR014776	residue-identity+interpro-member|UniProtKB:P0AEA8,UniProtKB:Q58917,UniProtKB:Q9CWQ0|n=3
CATH:3.40.1010.10	biolink:close_match	InterPro:IPR014777	residue-identity+interpro-member|UniProtKB:P0AEA8,UniProtKB:P37556,UniProtKB:Q9CWQ0|n=3
CATH:2.60.120.230	biolink:close_match	InterPro:IPR014784	residue-identity+interpro-member|UniProtKB:P97467,UniProtKB:Q64237,UniProtKB:Q86B61|n=3
CATH:2.40.330.10	biolink:close_match	InterPro:IPR015300	residue-identity+interpro-member|UniProtKB:Q1PFR7,UniProtKB:Q9LW31|n=2
CATH:6.20.50.10	biolink:close_match	InterPro:IPR015439	residue-identity+interpro-member|UniProtKB:P05107,UniProtKB:P11835,UniProtKB:Q3UV74|n=3
CATH:2.40.33.10	biolink:close_match	InterPro:IPR015806	residue-identity+interpro-member|UniProtKB:P14618,UniProtKB:Q57572,UniProtKB:Q9FLW9|n=3
CATH:3.90.390.10	biolink:close_match	InterPro:IPR015811	residue-identity+interpro-member|UniProtKB:Q58256,UniProtKB:Q60391|n=2
CATH:2.30.230.10	biolink:close_match	InterPro:IPR015816	residue-identity+interpro-member|UniProtKB:E9Q414,UniProtKB:O08601,UniProtKB:P55157|n=3
CATH:2.20.50.20	biolink:close_match	InterPro:IPR015817	residue-identity+interpro-member|UniProtKB:P04114,UniProtKB:Q9V496|n=2
CATH:3.30.70.470	biolink:close_match	InterPro:IPR015823	residue-identity+interpro-member|UniProtKB:Q58252,UniProtKB:Q58256,UniProtKB:Q60391|n=3
CATH:3.40.50.1260	biolink:close_match	InterPro:IPR015824	residue-identity+interpro-member|UniProtKB:P50318,UniProtKB:Q9LD57,UniProtKB:Q9SAJ4|n=3
CATH:3.30.70.120	biolink:close_match	InterPro:IPR015867	residue-identity+interpro-member|UniProtKB:O60888,UniProtKB:P69488,UniProtKB:Q9ZST4|n=3
CATH:3.30.230.20	biolink:close_match	InterPro:IPR015870	residue-identity+interpro-member|UniProtKB:F4IAT8,UniProtKB:F4IAW1,UniProtKB:P0A725|n=3
CATH:3.20.19.10	biolink:close_match	InterPro:IPR015928	residue-identity+interpro-member|UniProtKB:Q58667,UniProtKB:Q9LYT7,UniProtKB:Q9ZW85|n=3
CATH:3.30.499.10	biolink:close_match	InterPro:IPR015931	residue-identity+interpro-member|UniProtKB:P09339,UniProtKB:P81291,UniProtKB:Q94AR8|n=3
CATH:3.40.1060.10	biolink:close_match	InterPro:IPR015932	residue-identity+interpro-member|UniProtKB:P19414,UniProtKB:P36683,UniProtKB:P75764|n=3
CATH:3.30.300.20	biolink:close_match	InterPro:IPR015946	residue-identity+interpro-member|UniProtKB:O31738,UniProtKB:P0A7G2,UniProtKB:P0C0L2|n=3
CATH:1.10.3040.10	biolink:close_match	InterPro:IPR015969	residue-identity+interpro-member|UniProtKB:P0CF75,UniProtKB:Q6P2I7|n=2
CATH:1.10.3050.10	biolink:close_match	InterPro:IPR015970	residue-identity+interpro-member|UniProtKB:P0CF75|n=1
CATH:1.10.1650.10	biolink:close_match	InterPro:IPR015972	residue-identity+interpro-member|UniProtKB:P54043,UniProtKB:P84098,UniProtKB:Q9SRX2|n=3
CATH:1.25.40.250	biolink:close_match	InterPro:IPR016020	residue-identity+interpro-member|UniProtKB:Q9SZA3,UniProtKB:Q9UBQ5,UniProtKB:Q9XUP3|n=3
CATH:2.130.10.110	biolink:close_match	InterPro:IPR016025	residue-identity+interpro-member|UniProtKB:P29742,UniProtKB:Q00610,UniProtKB:Q68FD5|n=3
CATH:2.60.40.50	biolink:close_match	InterPro:IPR016031	residue-identity+interpro-member|UniProtKB:P19466|n=1
CATH:1.20.58.190	biolink:close_match	InterPro:IPR016068	residue-identity+interpro-member|UniProtKB:Q15631,UniProtKB:Q99598,UniProtKB:Q9QZE7|n=3
CATH:1.20.58.200	biolink:close_match	InterPro:IPR016069	residue-identity+interpro-member|UniProtKB:Q15631,UniProtKB:Q99598,UniProtKB:Q9QZE7|n=3
CATH:1.20.910.10	biolink:close_match	InterPro:IPR016084	residue-identity+interpro-member|UniProtKB:O48782,UniProtKB:P09601,UniProtKB:P14901|n=3
CATH:3.50.70.10	biolink:close_match	InterPro:IPR016088	residue-identity+interpro-member|UniProtKB:P38884,UniProtKB:P41088,UniProtKB:Q9M1X2|n=3
CATH:1.10.890.20	biolink:close_match	InterPro:IPR016089	residue-identity+interpro-member|UniProtKB:P41088,UniProtKB:Q9C8L2,UniProtKB:Q9M1X2|n=3
CATH:3.40.50.790	biolink:close_match	InterPro:IPR016095	residue-identity+interpro-member|UniProtKB:P0A7L0,UniProtKB:P53026,UniProtKB:P62906|n=3
CATH:2.160.20.70	biolink:close_match	InterPro:IPR016098	residue-identity+interpro-member|UniProtKB:P18196,UniProtKB:P46670,UniProtKB:Q01463|n=3
CATH:3.40.50.2030	biolink:close_match	InterPro:IPR016099	residue-identity+interpro-member|UniProtKB:P75825,UniProtKB:Q58138,UniProtKB:Q58175|n=3
CATH:1.20.1270.20	biolink:close_match	InterPro:IPR016100	residue-identity+interpro-member|UniProtKB:P75825,UniProtKB:Q58175|n=2
CATH:1.20.1270.30	biolink:close_match	InterPro:IPR016101	residue-identity+interpro-member|UniProtKB:Q58138|n=1
CATH:3.40.50.261	biolink:close_match	InterPro:IPR016102	residue-identity+interpro-member|UniProtKB:O80526,UniProtKB:Q47208,UniProtKB:Q9SGY2|n=3
CATH:3.50.20.10	biolink:close_match	InterPro:IPR016105	residue-identity+interpro-member|UniProtKB:Q57764|n=1
CATH:3.10.110.10	biolink:close_match	InterPro:IPR016135	residue-identity+interpro-member|UniProtKB:P63147|n=1
CATH:1.10.860.10	biolink:close_match	InterPro:IPR016136	residue-identity+interpro-member|UniProtKB:O31905,UniProtKB:P0ACB0,UniProtKB:P37469|n=3
CATH:1.10.230.10	biolink:close_match	InterPro:IPR016143	residue-identity+interpro-member|UniProtKB:P20115,UniProtKB:P45858,UniProtKB:Q9LXS6|n=3
CATH:1.10.1820.10	biolink:close_match	InterPro:IPR016149	residue-identity+interpro-member|UniProtKB:P08182,UniProtKB:P67870,UniProtKB:P67871|n=3
CATH:3.40.1170.10	biolink:close_match	InterPro:IPR016151	residue-identity+interpro-member|UniProtKB:P43246,UniProtKB:P43247,UniProtKB:Q84LK0|n=3
CATH:3.40.930.10	biolink:close_match	InterPro:IPR016152	residue-identity+interpro-member|UniProtKB:A2AJN7,UniProtKB:Q2Y0W8,UniProtKB:Q8NBS3|n=3
CATH:3.40.309.10	biolink:close_match	InterPro:IPR016163	residue-identity+interpro-member|UniProtKB:Q62148|n=1
CATH:3.30.43.10	biolink:close_match	InterPro:IPR016167	residue-identity+interpro-member|UniProtKB:P06149,UniProtKB:P77324,UniProtKB:Q9SVG4|n=3
CATH:3.30.465.10	biolink:close_match	InterPro:IPR016169	residue-identity+interpro-member|UniProtKB:P06149,UniProtKB:Q9SVG4|n=2
CATH:3.40.462.10	biolink:close_match	InterPro:IPR016170	residue-identity+interpro-member|UniProtKB:O22213,UniProtKB:Q9FUJ3,UniProtKB:Q9LTS3|n=3
CATH:1.10.45.10	biolink:close_match	InterPro:IPR016171	residue-identity+interpro-member|UniProtKB:P0AEP9,UniProtKB:P94535,UniProtKB:Q94AX4|n=3
CATH:3.30.70.610	biolink:close_match	InterPro:IPR016172	residue-identity+interpro-member|UniProtKB:P06149|n=1
CATH:3.30.1370.20	biolink:close_match	InterPro:IPR016173	residue-identity+interpro-member|UniProtKB:P06149|n=1
CATH:2.60.200.30	biolink:close_match	InterPro:IPR017437	residue-identity+interpro-member|UniProtKB:O31612,UniProtKB:O34934,UniProtKB:Q500Y9|n=3
CATH:3.40.50.10330	biolink:close_match	InterPro:IPR017438	residue-identity+interpro-member|UniProtKB:F4JKI3,UniProtKB:F4JQ95,UniProtKB:Q1PDI2|n=3
CATH:2.60.200.10	biolink:close_match	InterPro:IPR017855	residue-identity+interpro-member|UniProtKB:F5GUE5,UniProtKB:Q21733,UniProtKB:Q8BUN5|n=3
CATH:1.10.10.200	biolink:close_match	InterPro:IPR017856	residue-identity+interpro-member|UniProtKB:O31509,UniProtKB:P94447,UniProtKB:Q8K0Z7|n=3
CATH:4.10.740.10	biolink:close_match	InterPro:IPR017857	residue-identity+interpro-member|UniProtKB:Q61592,UniProtKB:Q8BGN6,UniProtKB:Q9BZD6|n=3
CATH:1.10.1240.30	biolink:close_match	InterPro:IPR017944	residue-identity+interpro-member|UniProtKB:P40399|n=1
CATH:3.90.1510.10	biolink:close_match	InterPro:IPR018193	residue-identity+interpro-member|UniProtKB:P23524,UniProtKB:P42100,UniProtKB:P77364|n=3
CATH:2.170.230.10	biolink:close_match	InterPro:IPR019766	residue-identity+interpro-member|UniProtKB:P00803|n=1
CATH:2.40.240.10	biolink:close_match	InterPro:IPR020056	residue-identity+interpro-member|UniProtKB:P07814,UniProtKB:P68919,UniProtKB:Q58772|n=3
CATH:1.10.1160.10	biolink:close_match	InterPro:IPR020061	residue-identity+interpro-member|UniProtKB:P00962,UniProtKB:P28668,UniProtKB:P46655|n=3
CATH:2.40.128.90	biolink:close_match	InterPro:IPR020080	residue-identity+interpro-member|UniProtKB:P09169,UniProtKB:P34210|n=2
CATH:3.30.70.580	biolink:close_match	InterPro:IPR020094	residue-identity+interpro-member|UniProtKB:Q12211,UniProtKB:Q9WU56,UniProtKB:Q9Y606|n=3
CATH:3.30.70.660	biolink:close_match	InterPro:IPR020095	residue-identity+interpro-member|UniProtKB:Q12211,UniProtKB:Q9WU56,UniProtKB:Q9Y606|n=3
CATH:1.10.10.350	biolink:close_match	InterPro:IPR020751	residue-identity+interpro-member|UniProtKB:P22250,UniProtKB:Q57959,UniProtKB:Q9FEA2|n=3
CATH:3.50.40.10	biolink:close_match	InterPro:IPR020825	residue-identity+interpro-member|UniProtKB:P07395,UniProtKB:P17922,UniProtKB:Q58508|n=3
CATH:3.30.1440.10	biolink:close_match	InterPro:IPR022803	residue-identity+interpro-member|UniProtKB:P42793,UniProtKB:P62913,UniProtKB:Q9CXW4|n=3
CATH:3.40.1790.10	biolink:close_match	InterPro:IPR022830	residue-identity+interpro-member|UniProtKB:P33025,UniProtKB:Q84K35|n=2
CATH:3.30.240.20	biolink:close_match	InterPro:IPR023090	residue-identity+interpro-member|UniProtKB:O32050,UniProtKB:P75839,UniProtKB:P96696|n=3
CATH:3.40.390.30	biolink:close_match	InterPro:IPR023091	residue-identity+interpro-member|UniProtKB:P0A898,UniProtKB:P46347,UniProtKB:P58557|n=3
CATH:1.10.10.580	biolink:close_match	InterPro:IPR023093	residue-identity+interpro-member|UniProtKB:O60216,UniProtKB:P35154,UniProtKB:Q61550|n=3
CATH:1.10.1020.10	biolink:close_match	InterPro:IPR023095	residue-identity+interpro-member|UniProtKB:P0AEE8,UniProtKB:Q58015|n=2
CATH:1.10.1390.10	biolink:close_match	InterPro:IPR023096	residue-identity+interpro-member|UniProtKB:P06744,UniProtKB:P06745,UniProtKB:P0A6T1|n=3
CATH:3.30.386.10	biolink:close_match	InterPro:IPR023099	residue-identity+interpro-member|UniProtKB:O07921|n=1
CATH:2.20.160.10	biolink:close_match	InterPro:IPR023111	residue-identity+interpro-member|UniProtKB:O15273,UniProtKB:O70548|n=2
CATH:3.30.40.30	biolink:close_match	InterPro:IPR023118	residue-identity+interpro-member|UniProtKB:P45906|n=1
CATH:3.30.390.60	biolink:close_match	InterPro:IPR023120	residue-identity+interpro-member|UniProtKB:P25499|n=1
CATH:1.10.1440.10	biolink:close_match	InterPro:IPR023121	residue-identity+interpro-member|UniProtKB:P02655,UniProtKB:Q05020|n=2
CATH:1.20.1440.50	biolink:close_match	InterPro:IPR023130	residue-identity+interpro-member|UniProtKB:Q58814|n=1
