subject	predicate	object	relation_source
EC:1.1.1.15	biolink:close_match	RHEA:68108	anchor-RHEA:68108
EC:1.1.1.150	biolink:close_match	RHEA:11448	anchor-RHEA:11448
EC:1.1.1.151	biolink:close_match	RHEA:23712	anchor-RHEA:23712
EC:1.1.1.152	biolink:close_match	RHEA:10356	anchor-RHEA:10356
EC:1.1.1.153	biolink:close_match	RHEA:18953	anchor-RHEA:18953
EC:1.1.1.153	biolink:close_match	RHEA:32627	anchor-RHEA:32627
EC:1.1.1.154	biolink:close_match	RHEA:15329	anchor-RHEA:15329
EC:1.1.1.154	biolink:close_match	RHEA:15333	anchor-RHEA:15333
EC:1.1.1.156	biolink:close_match	RHEA:12753	anchor-RHEA:12753
EC:1.1.1.157	biolink:close_match	RHEA:16197	anchor-RHEA:16197
EC:1.1.1.159	biolink:close_match	RHEA:19409	anchor-RHEA:19409
EC:1.1.1.16	biolink:close_match	RHEA:20685	anchor-RHEA:20685
EC:1.1.1.160	biolink:close_match	RHEA:15925	anchor-RHEA:15925
EC:1.1.1.162	biolink:close_match	RHEA:18005	anchor-RHEA:18005
EC:1.1.1.163	biolink:close_match	RHEA:11728	anchor-RHEA:11728
EC:1.1.1.164	biolink:close_match	RHEA:22056	anchor-RHEA:22056
EC:1.1.1.165	biolink:close_match	RHEA:19101	anchor-RHEA:19101
EC:1.1.1.166	biolink:close_match	RHEA:10516	anchor-RHEA:10516
EC:1.1.1.167	biolink:close_match	RHEA:11284	anchor-RHEA:11284
EC:1.1.1.168	biolink:close_match	RHEA:18981	anchor-RHEA:18981
EC:1.1.1.169	biolink:close_match	RHEA:16233	anchor-RHEA:16233
EC:1.1.1.17	biolink:close_match	RHEA:19661	anchor-RHEA:19661
EC:1.1.1.170	biolink:close_match	RHEA:33447	anchor-RHEA:33447
EC:1.1.1.170	biolink:close_match	RHEA:34771	anchor-RHEA:34771
EC:1.1.1.170	biolink:close_match	RHEA:34775	anchor-RHEA:34775
EC:1.1.1.172	biolink:close_match	RHEA:14793	anchor-RHEA:14793
EC:1.1.1.173	biolink:close_match	RHEA:12649	anchor-RHEA:12649
EC:1.1.1.174	biolink:close_match	RHEA:18141	anchor-RHEA:18141
EC:1.1.1.175	biolink:close_match	RHEA:13861	anchor-RHEA:13861
EC:1.1.1.176	biolink:close_match	RHEA:14129	anchor-RHEA:14129
EC:1.1.1.177	biolink:close_match	RHEA:19773	anchor-RHEA:19773
EC:1.1.1.178	biolink:close_match	RHEA:13281	anchor-RHEA:13281
EC:1.1.1.179	biolink:close_match	RHEA:22000	anchor-RHEA:22000
EC:1.1.1.18	biolink:close_match	RHEA:16949	anchor-RHEA:16949
EC:1.1.1.181	biolink:close_match	RHEA:11896	anchor-RHEA:11896
EC:1.1.1.183	biolink:close_match	RHEA:14521	anchor-RHEA:14521
EC:1.1.1.184	biolink:close_match	RHEA:19257	anchor-RHEA:19257
EC:1.1.1.185	biolink:close_match	RHEA:10324	anchor-RHEA:10324
EC:1.1.1.185	biolink:close_match	RHEA:10328	anchor-RHEA:10328
EC:1.1.1.186	biolink:close_match	RHEA:12396	anchor-RHEA:12396
EC:1.1.1.187	biolink:close_match	RHEA:10724	anchor-RHEA:10724
EC:1.1.1.187	biolink:close_match	RHEA:10728	anchor-RHEA:10728
EC:1.1.1.187	biolink:close_match	RHEA:13825	anchor-RHEA:13825
EC:1.1.1.187	biolink:close_match	RHEA:13829	anchor-RHEA:13829
EC:1.1.1.188	biolink:close_match	RHEA:10140	anchor-RHEA:10140
EC:1.1.1.189	biolink:close_match	RHEA:24508	anchor-RHEA:24508
EC:1.1.1.19	biolink:close_match	RHEA:14909	anchor-RHEA:14909
EC:1.1.1.190	biolink:close_match	RHEA:14873	anchor-RHEA:14873
EC:1.1.1.191	biolink:close_match	RHEA:17037	anchor-RHEA:17037
EC:1.1.1.192	biolink:close_match	RHEA:17977	anchor-RHEA:17977
EC:1.1.1.193	biolink:close_match	RHEA:17845	anchor-RHEA:17845
EC:1.1.1.194	biolink:close_match	RHEA:22444	anchor-RHEA:22444
EC:1.1.1.195	biolink:close_match	RHEA:10392	anchor-RHEA:10392
EC:1.1.1.195	biolink:close_match	RHEA:22444	anchor-RHEA:22444
EC:1.1.1.195	biolink:close_match	RHEA:45704	anchor-RHEA:45704
EC:1.1.1.195	biolink:close_match	RHEA:45724	anchor-RHEA:45724
EC:1.1.1.196	biolink:close_match	RHEA:20744	anchor-RHEA:20744
EC:1.1.1.197	biolink:close_match	RHEA:11636	anchor-RHEA:11636
EC:1.1.1.198	biolink:close_match	RHEA:17329	anchor-RHEA:17329
EC:1.1.1.199	biolink:close_match	RHEA:21876	anchor-RHEA:21876
EC:1.1.1.2	biolink:close_match	RHEA:15937	anchor-RHEA:15937
EC:1.1.1.2	biolink:close_match	RHEA:19257	anchor-RHEA:19257
EC:1.1.1.20	biolink:close_match	RHEA:18925	anchor-RHEA:18925
EC:1.1.1.200	biolink:close_match	RHEA:20037	anchor-RHEA:20037
EC:1.1.1.201	biolink:close_match	RHEA:20233	anchor-RHEA:20233
EC:1.1.1.202	biolink:close_match	RHEA:23188	anchor-RHEA:23188
EC:1.1.1.203	biolink:close_match	RHEA:22404	anchor-RHEA:22404
EC:1.1.1.203	biolink:close_match	RHEA:43500	anchor-RHEA:43500
EC:1.1.1.205	biolink:close_match	RHEA:11708	anchor-RHEA:11708
EC:1.1.1.206	biolink:close_match	RHEA:18357	anchor-RHEA:18357
EC:1.1.1.207	biolink:close_match	RHEA:13917	anchor-RHEA:13917
EC:1.1.1.208	biolink:close_match	RHEA:23812	anchor-RHEA:23812
EC:1.1.1.209	biolink:close_match	RHEA:20377	anchor-RHEA:20377
EC:1.1.1.209	biolink:close_match	RHEA:20381	anchor-RHEA:20381
EC:1.1.1.21	biolink:close_match	RHEA:12785	anchor-RHEA:12785
EC:1.1.1.21	biolink:close_match	RHEA:12789	anchor-RHEA:12789
EC:1.1.1.21	biolink:close_match	RHEA:25225	anchor-RHEA:25225
EC:1.1.1.21	biolink:close_match	RHEA:25229	anchor-RHEA:25229
EC:1.1.1.21	biolink:close_match	RHEA:37963	anchor-RHEA:37963
EC:1.1.1.21	biolink:close_match	RHEA:37967	anchor-RHEA:37967
EC:1.1.1.210	biolink:close_match	RHEA:16297	anchor-RHEA:16297
EC:1.1.1.211	biolink:close_match	RHEA:52656	anchor-RHEA:52656
EC:1.1.1.212	biolink:close_match	RHEA:19913	anchor-RHEA:19913
EC:1.1.1.213	biolink:close_match	RHEA:34779	anchor-RHEA:34779
EC:1.1.1.213	biolink:close_match	RHEA:34783	anchor-RHEA:34783
EC:1.1.1.214	biolink:close_match	RHEA:18981	anchor-RHEA:18981
EC:1.1.1.215	biolink:close_match	RHEA:16653	anchor-RHEA:16653
EC:1.1.1.216	biolink:close_match	RHEA:14697	anchor-RHEA:14697
EC:1.1.1.217	biolink:close_match	RHEA:16405	anchor-RHEA:16405
EC:1.1.1.218	biolink:close_match	RHEA:14317	anchor-RHEA:14317
EC:1.1.1.218	biolink:close_match	RHEA:14321	anchor-RHEA:14321
EC:1.1.1.219	biolink:close_match	RHEA:23016	anchor-RHEA:23016
EC:1.1.1.219	biolink:close_match	RHEA:54444	anchor-RHEA:54444
EC:1.1.1.22	biolink:close_match	RHEA:23596	anchor-RHEA:23596
EC:1.1.1.220	biolink:close_match	RHEA:11772	anchor-RHEA:11772
EC:1.1.1.221	biolink:close_match	RHEA:22804	anchor-RHEA:22804
EC:1.1.1.223	biolink:close_match	RHEA:20860	anchor-RHEA:20860
EC:1.1.1.224	biolink:close_match	RHEA:14925	anchor-RHEA:14925
EC:1.1.1.225	biolink:close_match	RHEA:14401	anchor-RHEA:14401
EC:1.1.1.226	biolink:close_match	RHEA:17429	anchor-RHEA:17429
EC:1.1.1.227	biolink:close_match	RHEA:22128	anchor-RHEA:22128
EC:1.1.1.228	biolink:close_match	RHEA:18329	anchor-RHEA:18329
EC:1.1.1.229	biolink:close_match	RHEA:21008	anchor-RHEA:21008
EC:1.1.1.23	biolink:close_match	RHEA:20641	anchor-RHEA:20641
EC:1.1.1.230	biolink:close_match	RHEA:20816	anchor-RHEA:20816
EC:1.1.1.231	biolink:close_match	RHEA:21420	anchor-RHEA:21420
EC:1.1.1.232	biolink:close_match	RHEA:23260	anchor-RHEA:23260
EC:1.1.1.232	biolink:close_match	RHEA:23264	anchor-RHEA:23264
EC:1.1.1.233	biolink:close_match	RHEA:11540	anchor-RHEA:11540
EC:1.1.1.234	biolink:close_match	RHEA:11228	anchor-RHEA:11228
EC:1.1.1.235	biolink:close_match	RHEA:23168	anchor-RHEA:23168
EC:1.1.1.236	biolink:close_match	RHEA:24244	anchor-RHEA:24244
EC:1.1.1.237	biolink:close_match	RHEA:10776	anchor-RHEA:10776
EC:1.1.1.237	biolink:close_match	RHEA:10780	anchor-RHEA:10780
EC:1.1.1.237	biolink:close_match	RHEA:57408	anchor-RHEA:57408
EC:1.1.1.237	biolink:close_match	RHEA:57704	anchor-RHEA:57704
EC:1.1.1.238	biolink:close_match	RHEA:21424	anchor-RHEA:21424
EC:1.1.1.239	biolink:close_match	RHEA:14929	anchor-RHEA:14929
EC:1.1.1.24	biolink:close_match	RHEA:22364	anchor-RHEA:22364
EC:1.1.1.240	biolink:close_match	RHEA:23144	anchor-RHEA:23144
EC:1.1.1.241	biolink:close_match	RHEA:11736	anchor-RHEA:11736
EC:1.1.1.243	biolink:close_match	RHEA:13629	anchor-RHEA:13629
EC:1.1.1.244	biolink:close_match	RHEA:19401	anchor-RHEA:19401
EC:1.1.1.245	biolink:close_match	RHEA:10044	anchor-RHEA:10044
EC:1.1.1.247	biolink:close_match	RHEA:19209	anchor-RHEA:19209
EC:1.1.1.247	biolink:close_match	RHEA:75135	anchor-RHEA:75135
EC:1.1.1.248	biolink:close_match	RHEA:10108	anchor-RHEA:10108
EC:1.1.1.25	biolink:close_match	RHEA:17737	anchor-RHEA:17737
EC:1.1.1.250	biolink:close_match	RHEA:17389	anchor-RHEA:17389
EC:1.1.1.251	biolink:close_match	RHEA:28106	anchor-RHEA:28106
EC:1.1.1.252	biolink:close_match	RHEA:21908	anchor-RHEA:21908
EC:1.1.1.254	biolink:close_match	RHEA:11556	anchor-RHEA:11556
EC:1.1.1.255	biolink:close_match	RHEA:15029	anchor-RHEA:15029
EC:1.1.1.256	biolink:close_match	RHEA:12212	anchor-RHEA:12212
EC:1.1.1.256	biolink:close_match	RHEA:12216	anchor-RHEA:12216
EC:1.1.1.257	biolink:close_match	RHEA:24412	anchor-RHEA:24412
EC:1.1.1.258	biolink:close_match	RHEA:14225	anchor-RHEA:14225
EC:1.1.1.259	biolink:close_match	RHEA:11168	anchor-RHEA:11168
EC:1.1.1.26	biolink:close_match	RHEA:18229	anchor-RHEA:18229
EC:1.1.1.260	biolink:close_match	RHEA:24484	anchor-RHEA:24484
EC:1.1.1.261	biolink:close_match	RHEA:21412	anchor-RHEA:21412
EC:1.1.1.261	biolink:close_match	RHEA:21416	anchor-RHEA:21416
EC:1.1.1.262	biolink:close_match	RHEA:32275	anchor-RHEA:32275
EC:1.1.1.263	biolink:close_match	RHEA:20665	anchor-RHEA:20665
EC:1.1.1.264	biolink:close_match	RHEA:21172	anchor-RHEA:21172
EC:1.1.1.264	biolink:close_match	RHEA:21176	anchor-RHEA:21176
EC:1.1.1.265	biolink:close_match	RHEA:18525	anchor-RHEA:18525
EC:1.1.1.265	biolink:close_match	RHEA:18529	anchor-RHEA:18529
EC:1.1.1.266	biolink:close_match	RHEA:36579	anchor-RHEA:36579
EC:1.1.1.266	biolink:close_match	RHEA:36583	anchor-RHEA:36583
EC:1.1.1.267	biolink:close_match	RHEA:13717	anchor-RHEA:13717
EC:1.1.1.268	biolink:close_match	RHEA:13249	anchor-RHEA:13249
EC:1.1.1.269	biolink:close_match	RHEA:21052	anchor-RHEA:21052
EC:1.1.1.27	biolink:close_match	RHEA:23444	anchor-RHEA:23444
EC:1.1.1.270	biolink:close_match	RHEA:18409	anchor-RHEA:18409
EC:1.1.1.270	biolink:close_match	RHEA:34787	anchor-RHEA:34787
EC:1.1.1.270	biolink:close_match	RHEA:36379	anchor-RHEA:36379
EC:1.1.1.271	biolink:close_match	RHEA:18885	anchor-RHEA:18885
EC:1.1.1.272	biolink:close_match	RHEA:12873	anchor-RHEA:12873
EC:1.1.1.272	biolink:close_match	RHEA:35735	anchor-RHEA:35735
EC:1.1.1.273	biolink:close_match	RHEA:20029	anchor-RHEA:20029
EC:1.1.1.274	biolink:close_match	RHEA:23828	anchor-RHEA:23828
EC:1.1.1.275	biolink:close_match	RHEA:14825	anchor-RHEA:14825
EC:1.1.1.276	biolink:close_match	RHEA:43620	anchor-RHEA:43620
EC:1.1.1.277	biolink:close_match	RHEA:22944	anchor-RHEA:22944
EC:1.1.1.278	biolink:close_match	RHEA:18137	anchor-RHEA:18137
EC:1.1.1.279	biolink:close_match	RHEA:24352	anchor-RHEA:24352
EC:1.1.1.28	biolink:close_match	RHEA:16369	anchor-RHEA:16369
EC:1.1.1.280	biolink:close_match	RHEA:18269	anchor-RHEA:18269
EC:1.1.1.281	biolink:close_match	RHEA:13825	anchor-RHEA:13825
EC:1.1.1.281	biolink:close_match	RHEA:13829	anchor-RHEA:13829
EC:1.1.1.282	biolink:close_match	RHEA:17737	anchor-RHEA:17737
EC:1.1.1.282	biolink:close_match	RHEA:17741	anchor-RHEA:17741
EC:1.1.1.282	biolink:close_match	RHEA:18425	anchor-RHEA:18425
EC:1.1.1.282	biolink:close_match	RHEA:22364	anchor-RHEA:22364
EC:1.1.1.283	biolink:close_match	RHEA:21748	anchor-RHEA:21748
EC:1.1.1.284	biolink:close_match	RHEA:19981	anchor-RHEA:19981
EC:1.1.1.284	biolink:close_match	RHEA:19985	anchor-RHEA:19985
EC:1.1.1.285	biolink:close_match	RHEA:16137	anchor-RHEA:16137
EC:1.1.1.285	biolink:close_match	RHEA:16141	anchor-RHEA:16141
EC:1.1.1.286	biolink:close_match	RHEA:11900	anchor-RHEA:11900
EC:1.1.1.286	biolink:close_match	RHEA:23632	anchor-RHEA:23632
EC:1.1.1.287	biolink:close_match	RHEA:11868	anchor-RHEA:11868
EC:1.1.1.287	biolink:close_match	RHEA:21276	anchor-RHEA:21276
EC:1.1.1.288	biolink:close_match	RHEA:12548	anchor-RHEA:12548
EC:1.1.1.289	biolink:close_match	RHEA:14609	anchor-RHEA:14609
EC:1.1.1.29	biolink:close_match	RHEA:17905	anchor-RHEA:17905
EC:1.1.1.290	biolink:close_match	RHEA:18829	anchor-RHEA:18829
EC:1.1.1.291	biolink:close_match	RHEA:15505	anchor-RHEA:15505
EC:1.1.1.292	biolink:close_match	RHEA:24208	anchor-RHEA:24208
EC:1.1.1.292	biolink:close_match	RHEA:26156	anchor-RHEA:26156
EC:1.1.1.294	biolink:close_match	RHEA:24768	anchor-RHEA:24768
EC:1.1.1.294	biolink:close_match	RHEA:24772	anchor-RHEA:24772
EC:1.1.1.294	biolink:close_match	RHEA:43488	anchor-RHEA:43488
EC:1.1.1.294	biolink:close_match	RHEA:43492	anchor-RHEA:43492
EC:1.1.1.295	biolink:close_match	RHEA:25363	anchor-RHEA:25363
EC:1.1.1.295	biolink:close_match	RHEA:25367	anchor-RHEA:25367
EC:1.1.1.296	biolink:close_match	RHEA:32387	anchor-RHEA:32387
EC:1.1.1.296	biolink:close_match	RHEA:32391	anchor-RHEA:32391
EC:1.1.1.296	biolink:close_match	RHEA:32395	anchor-RHEA:32395
EC:1.1.1.296	biolink:close_match	RHEA:32399	anchor-RHEA:32399
EC:1.1.1.296	biolink:close_match	RHEA:32403	anchor-RHEA:32403
EC:1.1.1.296	biolink:close_match	RHEA:32407	anchor-RHEA:32407
EC:1.1.1.296	biolink:close_match	RHEA:32411	anchor-RHEA:32411
EC:1.1.1.296	biolink:close_match	RHEA:32415	anchor-RHEA:32415
EC:1.1.1.296	biolink:close_match	RHEA:32419	anchor-RHEA:32419
EC:1.1.1.297	biolink:close_match	RHEA:32379	anchor-RHEA:32379
EC:1.1.1.297	biolink:close_match	RHEA:32383	anchor-RHEA:32383
EC:1.1.1.298	biolink:close_match	RHEA:26438	anchor-RHEA:26438
EC:1.1.1.299	biolink:close_match	RHEA:10824	anchor-RHEA:10824
EC:1.1.1.299	biolink:close_match	RHEA:21432	anchor-RHEA:21432
EC:1.1.1.3	biolink:close_match	RHEA:15757	anchor-RHEA:15757
EC:1.1.1.3	biolink:close_match	RHEA:15761	anchor-RHEA:15761
EC:1.1.1.30	biolink:close_match	RHEA:20521	anchor-RHEA:20521
EC:1.1.1.300	biolink:close_match	RHEA:25033	anchor-RHEA:25033
EC:1.1.1.301	biolink:close_match	RHEA:26002	anchor-RHEA:26002
EC:1.1.1.302	biolink:close_match	RHEA:27274	anchor-RHEA:27274
EC:1.1.1.302	biolink:close_match	RHEA:27278	anchor-RHEA:27278
EC:1.1.1.303	biolink:close_match	RHEA:22900	anchor-RHEA:22900
EC:1.1.1.304	biolink:close_match	RHEA:27286	anchor-RHEA:27286
EC:1.1.1.305	biolink:close_match	RHEA:24702	anchor-RHEA:24702
EC:1.1.1.306	biolink:close_match	RHEA:28502	anchor-RHEA:28502
EC:1.1.1.307	biolink:close_match	RHEA:27441	anchor-RHEA:27441
EC:1.1.1.307	biolink:close_match	RHEA:27445	anchor-RHEA:27445
EC:1.1.1.308	biolink:close_match	RHEA:28074	anchor-RHEA:28074
EC:1.1.1.309	biolink:close_match	RHEA:28078	anchor-RHEA:28078
EC:1.1.1.31	biolink:close_match	RHEA:17681	anchor-RHEA:17681
EC:1.1.1.31	biolink:close_match	RHEA:31275	anchor-RHEA:31275
EC:1.1.1.310	biolink:close_match	RHEA:28194	anchor-RHEA:28194
EC:1.1.1.311	biolink:close_match	RHEA:28198	anchor-RHEA:28198
EC:1.1.1.312	biolink:close_match	RHEA:29587	anchor-RHEA:29587
EC:1.1.1.313	biolink:close_match	RHEA:29591	anchor-RHEA:29591
EC:1.1.1.315	biolink:close_match	RHEA:42060	anchor-RHEA:42060
EC:1.1.1.315	biolink:close_match	RHEA:55668	anchor-RHEA:55668
EC:1.1.1.316	biolink:close_match	RHEA:31559	anchor-RHEA:31559
EC:1.1.1.317	biolink:close_match	RHEA:31675	anchor-RHEA:31675
EC:1.1.1.318	biolink:close_match	RHEA:24690	anchor-RHEA:24690
EC:1.1.1.318	biolink:close_match	RHEA:32655	anchor-RHEA:32655
EC:1.1.1.319	biolink:close_match	RHEA:24694	anchor-RHEA:24694
EC:1.1.1.319	biolink:close_match	RHEA:36243	anchor-RHEA:36243
EC:1.1.1.320	biolink:close_match	RHEA:25968	anchor-RHEA:25968
EC:1.1.1.320	biolink:close_match	RHEA:31891	anchor-RHEA:31891
EC:1.1.1.321	biolink:close_match	RHEA:25964	anchor-RHEA:25964
EC:1.1.1.322	biolink:close_match	RHEA:32331	anchor-RHEA:32331
EC:1.1.1.322	biolink:close_match	RHEA:32335	anchor-RHEA:32335
EC:1.1.1.323	biolink:close_match	RHEA:32339	anchor-RHEA:32339
EC:1.1.1.323	biolink:close_match	RHEA:32343	anchor-RHEA:32343
EC:1.1.1.324	biolink:close_match	RHEA:32659	anchor-RHEA:32659
EC:1.1.1.325	biolink:close_match	RHEA:32619	anchor-RHEA:32619
EC:1.1.1.325	biolink:close_match	RHEA:32623	anchor-RHEA:32623
EC:1.1.1.326	biolink:close_match	RHEA:32327	anchor-RHEA:32327
EC:1.1.1.327	biolink:close_match	RHEA:32879	anchor-RHEA:32879
EC:1.1.1.328	biolink:close_match	RHEA:34023	anchor-RHEA:34023
EC:1.1.1.328	biolink:close_match	RHEA:34027	anchor-RHEA:34027
EC:1.1.1.329	biolink:close_match	RHEA:33879	anchor-RHEA:33879
EC:1.1.1.329	biolink:close_match	RHEA:33883	anchor-RHEA:33883
EC:1.1.1.330	biolink:close_match	RHEA:48680	anchor-RHEA:48680
EC:1.1.1.331	biolink:close_match	RHEA:33887	anchor-RHEA:33887
EC:1.1.1.332	biolink:close_match	RHEA:33891	anchor-RHEA:33891
EC:1.1.1.333	biolink:close_match	RHEA:33895	anchor-RHEA:33895
EC:1.1.1.334	biolink:close_match	RHEA:34211	anchor-RHEA:34211
EC:1.1.1.335	biolink:close_match	RHEA:33579	anchor-RHEA:33579
EC:1.1.1.336	biolink:close_match	RHEA:25780	anchor-RHEA:25780
EC:1.1.1.337	biolink:close_match	RHEA:15533	anchor-RHEA:15533
EC:1.1.1.337	biolink:close_match	RHEA:34555	anchor-RHEA:34555
EC:1.1.1.338	biolink:close_match	RHEA:15537	anchor-RHEA:15537
EC:1.1.1.339	biolink:close_match	RHEA:34447	anchor-RHEA:34447
EC:1.1.1.34	biolink:close_match	RHEA:15989	anchor-RHEA:15989
EC:1.1.1.340	biolink:close_match	RHEA:34559	anchor-RHEA:34559
EC:1.1.1.341	biolink:close_match	RHEA:34563	anchor-RHEA:34563
EC:1.1.1.342	biolink:close_match	RHEA:34567	anchor-RHEA:34567
EC:1.1.1.343	biolink:close_match	RHEA:33023	anchor-RHEA:33023
EC:1.1.1.344	biolink:close_match	RHEA:23648	anchor-RHEA:23648
EC:1.1.1.344	biolink:close_match	RHEA:34447	anchor-RHEA:34447
EC:1.1.1.345	biolink:close_match	RHEA:10052	anchor-RHEA:10052
EC:1.1.1.345	biolink:close_match	RHEA:35643	anchor-RHEA:35643
EC:1.1.1.346	biolink:close_match	RHEA:35111	anchor-RHEA:35111
EC:1.1.1.347	biolink:close_match	RHEA:34347	anchor-RHEA:34347
EC:1.1.1.348	biolink:close_match	RHEA:35403	anchor-RHEA:35403
EC:1.1.1.348	biolink:close_match	RHEA:56284	anchor-RHEA:56284
EC:1.1.1.349	biolink:close_match	RHEA:35447	anchor-RHEA:35447
EC:1.1.1.35	biolink:close_match	RHEA:22432	anchor-RHEA:22432
