subject	predicate	object	relation_source
CATH:1.10.10.1100	biolink:related_to	InterPro:IPR041854	seq-struct-coord-overlap|UniProtKB:P08201,UniProtKB:P0A9C0,UniProtKB:P0AE56,UniProtKB:P42433,UniProtKB:P42435|n=5|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1150	biolink:related_to	InterPro:IPR041881	seq-struct-coord-overlap|UniProtKB:P46325,UniProtKB:P71011|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1180	biolink:part_of	InterPro:IPR018996	seq-struct-coord-overlap|UniProtKB:Q03281,UniProtKB:Q03707,UniProtKB:Q6DVA0,UniProtKB:Q8NC56,UniProtKB:Q9WU40…|n=6|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1180	biolink:part_of	Pfam:PF09402	seq-struct-coord-overlap|UniProtKB:Q03281,UniProtKB:Q03707,UniProtKB:Q6DVA0,UniProtKB:Q8NC56,UniProtKB:Q9WU40…|n=6|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1180	biolink:related_to	InterPro:IPR041885	seq-struct-coord-overlap|UniProtKB:Q03281,UniProtKB:Q03707,UniProtKB:Q6DVA0,UniProtKB:Q7JRE4,UniProtKB:Q8NC56…|n=8|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1200	biolink:overlaps	InterPro:IPR002190	seq-struct-coord-overlap|UniProtKB:P25233,UniProtKB:Q96MG7,UniProtKB:Q99608,UniProtKB:Q9CPR8,UniProtKB:Q9QYH6…|n=8|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1200	biolink:overlaps	PROSITE:PS50838	seq-struct-coord-overlap|UniProtKB:P25233,UniProtKB:Q96MG7,UniProtKB:Q99608,UniProtKB:Q9CPR8,UniProtKB:Q9QYH6…|n=8|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1200	biolink:overlaps	Pfam:PF01454	seq-struct-coord-overlap|UniProtKB:Q96MG7,UniProtKB:Q9CPR8,UniProtKB:Q9QYH6,UniProtKB:Q9QZ04,UniProtKB:Q9UJ55…|n=6|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1200	biolink:related_to	InterPro:IPR041898	seq-struct-coord-overlap|UniProtKB:P25233,UniProtKB:Q96MG7,UniProtKB:Q99608,UniProtKB:Q9CPR8,UniProtKB:Q9QYH6…|n=8|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1210	biolink:overlaps	InterPro:IPR002190	seq-struct-coord-overlap|UniProtKB:P25233,UniProtKB:Q96MG7,UniProtKB:Q99608,UniProtKB:Q9CPR8,UniProtKB:Q9QYH6…|n=8|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1210	biolink:overlaps	PROSITE:PS50838	seq-struct-coord-overlap|UniProtKB:P25233,UniProtKB:Q96MG7,UniProtKB:Q99608,UniProtKB:Q9CPR8,UniProtKB:Q9QYH6…|n=8|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1210	biolink:overlaps	Pfam:PF01454	seq-struct-coord-overlap|UniProtKB:P25233,UniProtKB:Q96MG7,UniProtKB:Q99608,UniProtKB:Q9CPR8,UniProtKB:Q9QYH6…|n=8|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1210	biolink:related_to	InterPro:IPR041899	seq-struct-coord-overlap|UniProtKB:P25233,UniProtKB:Q96MG7,UniProtKB:Q99608,UniProtKB:Q9CPR8,UniProtKB:Q9QYH6…|n=8|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1230	biolink:part_of	InterPro:IPR005311	seq-struct-coord-overlap|UniProtKB:P54488,UniProtKB:Q796K8|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1230	biolink:part_of	InterPro:IPR036138	seq-struct-coord-overlap|UniProtKB:P54488,UniProtKB:Q796K8|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1230	biolink:part_of	Pfam:PF03717	seq-struct-coord-overlap|UniProtKB:P54488,UniProtKB:Q796K8|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1250	biolink:related_to	InterPro:IPR038087	seq-struct-coord-overlap|UniProtKB:P12464|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1270	biolink:related_to	InterPro:IPR041909	seq-struct-coord-overlap|UniProtKB:P16396|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1290	biolink:overlaps	InterPro:IPR021914	seq-struct-coord-overlap|UniProtKB:Q8GXW1,UniProtKB:Q9C8Y3,UniProtKB:Q9LF53,UniProtKB:Q9LQT8,UniProtKB:Q9SLH3|n=5|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1290	biolink:overlaps	Pfam:PF12041	seq-struct-coord-overlap|UniProtKB:Q8GXW1,UniProtKB:Q9LQT8|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1290	biolink:related_to	InterPro:IPR038088	seq-struct-coord-overlap|UniProtKB:Q8GXW1,UniProtKB:Q9C8Y3,UniProtKB:Q9LF53,UniProtKB:Q9LQT8,UniProtKB:Q9SLH3|n=5|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1320	biolink:overlaps	InterPro:IPR027383	seq-struct-coord-overlap|UniProtKB:Q45588|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1320	biolink:overlaps	Pfam:PF13490	seq-struct-coord-overlap|UniProtKB:Q45588|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1320	biolink:related_to	InterPro:IPR041916	seq-struct-coord-overlap|UniProtKB:Q45588|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1330	biolink:part_of	InterPro:IPR007046	seq-struct-coord-overlap|UniProtKB:P24219,UniProtKB:P24255|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1330	biolink:part_of	Pfam:PF04963	seq-struct-coord-overlap|UniProtKB:P24219,UniProtKB:P24255|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1330	biolink:related_to	InterPro:IPR038709	seq-struct-coord-overlap|UniProtKB:P24219,UniProtKB:P24255|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1340	biolink:overlaps	Pfam:PF05669	seq-struct-coord-overlap|UniProtKB:P91869,UniProtKB:Q8IH24,UniProtKB:Q8VYB1,UniProtKB:Q9CXU1,UniProtKB:Q9Y3C7|n=5|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1340	biolink:related_to	InterPro:IPR038089	seq-struct-coord-overlap|UniProtKB:P38633,UniProtKB:P91869,UniProtKB:Q8IH24,UniProtKB:Q8VYB1,UniProtKB:Q9CXU1…|n=6|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.140	biolink:overlaps	CDD:cd00926	seq-struct-coord-overlap|UniProtKB:Q5JTJ3|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.140	biolink:related_to	InterPro:IPR036549	seq-struct-coord-overlap|UniProtKB:P14854,UniProtKB:Q01519,UniProtKB:Q3E846,UniProtKB:Q5JTJ3,UniProtKB:Q80ZN9…|n=8|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1400	biolink:overlaps	Pfam:PF03592	seq-struct-coord-overlap|UniProtKB:P39785|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1400	biolink:related_to	InterPro:IPR038713	seq-struct-coord-overlap|UniProtKB:P39785|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1410	biolink:overlaps	CDD:cd05831	seq-struct-coord-overlap|UniProtKB:O23095,UniProtKB:Q8LCW9|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1410	biolink:overlaps	Pfam:PF00428	seq-struct-coord-overlap|UniProtKB:P05386,UniProtKB:P05387,UniProtKB:P47955,UniProtKB:P51407,UniProtKB:P99027…|n=7|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1410	biolink:part_of	CDD:cd05833	seq-struct-coord-overlap|UniProtKB:P05387,UniProtKB:P51407,UniProtKB:P99027,UniProtKB:Q9SLF7|n=4|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1410	biolink:related_to	InterPro:IPR038716	seq-struct-coord-overlap|UniProtKB:O23095,UniProtKB:P05386,UniProtKB:P05387,UniProtKB:P47955,UniProtKB:P51407…|n=8|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1420	biolink:overlaps	CDD:cd08767	seq-struct-coord-overlap|UniProtKB:Q9M1S9,UniProtKB:Q9SJW9|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1420	biolink:overlaps	InterPro:IPR032054	seq-struct-coord-overlap|UniProtKB:Q9M1S9,UniProtKB:Q9SJW9|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1420	biolink:overlaps	Pfam:PF16679	seq-struct-coord-overlap|UniProtKB:Q9SJW9|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1420	biolink:related_to	InterPro:IPR038090	seq-struct-coord-overlap|UniProtKB:P47112,UniProtKB:Q8R4E9,UniProtKB:Q9H211,UniProtKB:Q9M1S9,UniProtKB:Q9SJW9|n=5|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1440	biolink:related_to	InterPro:IPR038092	seq-struct-coord-overlap|UniProtKB:Q9H814,UniProtKB:Q9JJT9|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1450	biolink:overlaps	InterPro:IPR041426	seq-struct-coord-overlap|UniProtKB:Q3ZCU0,UniProtKB:Q53H47|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1450	biolink:overlaps	Pfam:PF17906	seq-struct-coord-overlap|UniProtKB:Q3ZCU0,UniProtKB:Q53H47|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1460	biolink:overlaps	Pfam:PF11719	seq-struct-coord-overlap|UniProtKB:O94761,UniProtKB:Q75NR7|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1540	biolink:related_to	InterPro:IPR038095	seq-struct-coord-overlap|UniProtKB:Q4KML4,UniProtKB:Q8BUZ1,UniProtKB:Q8LBN7,UniProtKB:Q8N0Z2,UniProtKB:Q9P1F3|n=5|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1580	biolink:overlaps	CDD:cd16716	seq-struct-coord-overlap|UniProtKB:E9Q1P8,UniProtKB:Q7Z5L9|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1580	biolink:overlaps	CDD:cd16717	seq-struct-coord-overlap|UniProtKB:Q8K3X4,UniProtKB:Q9H1B7|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1580	biolink:overlaps	InterPro:IPR057414	seq-struct-coord-overlap|UniProtKB:E9Q1P8,UniProtKB:Q7Z5L9,UniProtKB:Q8IU81,UniProtKB:Q8K3X4,UniProtKB:Q8R3Y8…|n=6|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1580	biolink:overlaps	Pfam:PF25454	seq-struct-coord-overlap|UniProtKB:E9Q1P8,UniProtKB:Q7Z5L9,UniProtKB:Q8IU81,UniProtKB:Q8K3X4,UniProtKB:Q8R3Y8…|n=6|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1580	biolink:related_to	InterPro:IPR044882	seq-struct-coord-overlap|UniProtKB:E9Q1P8,UniProtKB:Q7Z5L9,UniProtKB:Q8IU81,UniProtKB:Q8K3X4,UniProtKB:Q8R3Y8…|n=6|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1590	biolink:overlaps	Pfam:PF01257	seq-struct-coord-overlap|UniProtKB:P0AFD1,UniProtKB:P19404|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1590	biolink:related_to	InterPro:IPR041921	seq-struct-coord-overlap|UniProtKB:O22769,UniProtKB:P0AFD1,UniProtKB:P19404,UniProtKB:Q20719,UniProtKB:Q9D6J6|n=5|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.160	biolink:part_of	CDD:cd17932	seq-struct-coord-overlap|UniProtKB:D1KF50,UniProtKB:O31626,UniProtKB:O34580,UniProtKB:P03018,UniProtKB:P09980…|n=6|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.160	biolink:part_of	InterPro:IPR014016	seq-struct-coord-overlap|UniProtKB:O31626,UniProtKB:O34580,UniProtKB:P03018,UniProtKB:P09980|n=4|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.160	biolink:part_of	PROSITE:PS51198	seq-struct-coord-overlap|UniProtKB:O31626,UniProtKB:O34580,UniProtKB:P03018,UniProtKB:P09980|n=4|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.160	biolink:part_of	Pfam:PF00580	seq-struct-coord-overlap|UniProtKB:O31626,UniProtKB:O34580,UniProtKB:P03018,UniProtKB:P09980|n=4|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.160	biolink:part_of	Pfam:PF04257	seq-struct-coord-overlap|UniProtKB:P07648|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.160	biolink:related_to	InterPro:IPR013986	seq-struct-coord-overlap|UniProtKB:D1KF50,UniProtKB:O31626,UniProtKB:O34580,UniProtKB:P03018,UniProtKB:P07648…|n=8|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1600	biolink:part_of	InterPro:IPR011708	seq-struct-coord-overlap|UniProtKB:O31902,UniProtKB:O34623,UniProtKB:P10443|n=3|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1600	biolink:part_of	NCBIfam:TIGR00594	seq-struct-coord-overlap|UniProtKB:O31902,UniProtKB:O34623,UniProtKB:P10443|n=3|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1600	biolink:part_of	Pfam:PF07733	seq-struct-coord-overlap|UniProtKB:P10443|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1600	biolink:related_to	InterPro:IPR041931	seq-struct-coord-overlap|UniProtKB:O31902,UniProtKB:O34623,UniProtKB:P10443|n=3|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1700	biolink:part_of	PROSITE:PS51570	seq-struct-coord-overlap|UniProtKB:Q09265,UniProtKB:Q3U8K7,UniProtKB:Q4FZB7,UniProtKB:Q6Q783,UniProtKB:Q86Y97…|n=6|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1700	biolink:related_to	InterPro:IPR041938	seq-struct-coord-overlap|UniProtKB:Q09265,UniProtKB:Q3U8K7,UniProtKB:Q4FZB7,UniProtKB:Q6Q783,UniProtKB:Q86Y97…|n=6|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1730	biolink:part_of	InterPro:IPR032035	seq-struct-coord-overlap|UniProtKB:Q8NFG4,UniProtKB:Q8QZS3|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1730	biolink:part_of	Pfam:PF16692	seq-struct-coord-overlap|UniProtKB:Q8NFG4|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1730	biolink:related_to	InterPro:IPR044886	seq-struct-coord-overlap|UniProtKB:Q8NFG4,UniProtKB:Q8QZS3|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1740	biolink:related_to	InterPro:IPR044890	seq-struct-coord-overlap|UniProtKB:Q8LPG1,UniProtKB:Q93V66,UniProtKB:Q94A32,UniProtKB:Q9C6T7,UniProtKB:Q9CQN6…|n=8|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1760	biolink:related_to	InterPro:IPR038097	seq-struct-coord-overlap|UniProtKB:O14455,UniProtKB:O80929,UniProtKB:P05745,UniProtKB:P47964,UniProtKB:P49630…|n=8|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1770	biolink:overlaps	CDD:cd16383	seq-struct-coord-overlap|UniProtKB:Q9LX31|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1770	biolink:overlaps	InterPro:IPR037215	seq-struct-coord-overlap|UniProtKB:Q9LX31|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1770	biolink:overlaps	Pfam:PF05419	seq-struct-coord-overlap|UniProtKB:Q9LX31|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1770	biolink:part_of	InterPro:IPR008629	seq-struct-coord-overlap|UniProtKB:Q9LX31|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1800	biolink:overlaps	InterPro:IPR049312	seq-struct-coord-overlap|UniProtKB:P0A6U3|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1800	biolink:overlaps	Pfam:PF21680	seq-struct-coord-overlap|UniProtKB:P0A6U3|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1870	biolink:overlaps	Pfam:PF01549	seq-struct-coord-overlap|UniProtKB:P30652|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1890	biolink:overlaps	Pfam:PF07160	seq-struct-coord-overlap|UniProtKB:Q96BD8,UniProtKB:Q9CPV1,UniProtKB:Q9LZZ7,UniProtKB:Q9XWS0|n=4|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1890	biolink:related_to	InterPro:IPR042031	seq-struct-coord-overlap|UniProtKB:Q96BD8,UniProtKB:Q9CPV1,UniProtKB:Q9LZZ7,UniProtKB:Q9XWS0|n=4|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1900	biolink:related_to	InterPro:IPR044895	seq-struct-coord-overlap|UniProtKB:O44548|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1940	biolink:overlaps	Pfam:PF01549	seq-struct-coord-overlap|UniProtKB:P30652|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1950	biolink:overlaps	InterPro:IPR007066	seq-struct-coord-overlap|UniProtKB:Q58445|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.1950	biolink:overlaps	Pfam:PF04983	seq-struct-coord-overlap|UniProtKB:Q58445|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.200	biolink:part_of	InterPro:IPR029072	seq-struct-coord-overlap|UniProtKB:O31509,UniProtKB:O82314,UniProtKB:P0A8A0,UniProtKB:P0A8A2,UniProtKB:P53212…|n=8|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.200	biolink:related_to	InterPro:IPR017856	seq-struct-coord-overlap|UniProtKB:O31509,UniProtKB:O82314,UniProtKB:P0A8A0,UniProtKB:P0A8A2,UniProtKB:P53212…|n=8|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2010	biolink:related_to	InterPro:IPR038100	seq-struct-coord-overlap|UniProtKB:O15381,UniProtKB:Q9DBY8,UniProtKB:Q9NAG4|n=3|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2030	biolink:part_of	InterPro:IPR019447	seq-struct-coord-overlap|UniProtKB:F4KDD7,UniProtKB:O60870,UniProtKB:P40962,UniProtKB:Q8K339,UniProtKB:Q9ZVU5|n=5|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2030	biolink:part_of	Pfam:PF10357	seq-struct-coord-overlap|UniProtKB:F4KDD7,UniProtKB:O60870,UniProtKB:Q8K339,UniProtKB:Q9ZVU5|n=4|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2030	biolink:related_to	InterPro:IPR038254	seq-struct-coord-overlap|UniProtKB:F4KDD7,UniProtKB:O60870,UniProtKB:P40962,UniProtKB:Q8K339,UniProtKB:Q9ZVU5|n=5|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2130	biolink:related_to	InterPro:IPR042035	seq-struct-coord-overlap|UniProtKB:F4KGU4,UniProtKB:P0CE10|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2150	biolink:part_of	Pfam:PF05148	seq-struct-coord-overlap|UniProtKB:O43159,UniProtKB:O44410,UniProtKB:P38961,UniProtKB:Q7K2B0,UniProtKB:Q84JC0…|n=6|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2150	biolink:related_to	InterPro:IPR042036	seq-struct-coord-overlap|UniProtKB:O43159,UniProtKB:O44410,UniProtKB:P38961,UniProtKB:Q7K2B0,UniProtKB:Q84JC0…|n=6|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2170	biolink:overlaps	InterPro:IPR021661	seq-struct-coord-overlap|UniProtKB:P11938,UniProtKB:Q9NYB0|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2170	biolink:overlaps	Pfam:PF11626	seq-struct-coord-overlap|UniProtKB:P11938,UniProtKB:Q9NYB0|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2170	biolink:part_of	CDD:cd11653	seq-struct-coord-overlap|UniProtKB:P11938,UniProtKB:Q9NYB0|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2170	biolink:related_to	InterPro:IPR038104	seq-struct-coord-overlap|UniProtKB:P11938,UniProtKB:Q9NYB0|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2220	biolink:overlaps	InterPro:IPR029493	seq-struct-coord-overlap|UniProtKB:O34481|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2220	biolink:overlaps	Pfam:PF14490	seq-struct-coord-overlap|UniProtKB:O34481|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2240	biolink:overlaps	CDD:cd05009	seq-struct-coord-overlap|UniProtKB:O32157|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2240	biolink:overlaps	InterPro:IPR035490	seq-struct-coord-overlap|UniProtKB:O32157|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2250	biolink:overlaps	CDD:cd16336	seq-struct-coord-overlap|UniProtKB:P22524|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2250	biolink:overlaps	Pfam:PF04288	seq-struct-coord-overlap|UniProtKB:P22524|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2250	biolink:related_to	InterPro:IPR042038	seq-struct-coord-overlap|UniProtKB:P22524|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2260	biolink:part_of	CDD:cd16336	seq-struct-coord-overlap|UniProtKB:P22524|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2260	biolink:part_of	Pfam:PF04288	seq-struct-coord-overlap|UniProtKB:P22524|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2260	biolink:related_to	InterPro:IPR042037	seq-struct-coord-overlap|UniProtKB:P22524|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2270	biolink:part_of	PROSITE:PS51386	seq-struct-coord-overlap|UniProtKB:P33891|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2270	biolink:related_to	InterPro:IPR042040	seq-struct-coord-overlap|UniProtKB:P33891|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2320	biolink:overlaps	InterPro:IPR040586	seq-struct-coord-overlap|UniProtKB:Q8C0C7,UniProtKB:Q9W3J5|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2320	biolink:overlaps	Pfam:PF18554	seq-struct-coord-overlap|UniProtKB:Q8C0C7,UniProtKB:Q9W3J5|n=2|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2330	biolink:part_of	InterPro:IPR040725	seq-struct-coord-overlap|UniProtKB:P15625,UniProtKB:Q8C0C7,UniProtKB:Q9T034,UniProtKB:Q9W3J5,UniProtKB:Q9Y285|n=5|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2330	biolink:part_of	Pfam:PF18553	seq-struct-coord-overlap|UniProtKB:P15625,UniProtKB:Q8C0C7,UniProtKB:Q9T034,UniProtKB:Q9W3J5,UniProtKB:Q9Y285|n=5|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2380	biolink:part_of	InterPro:IPR031749	seq-struct-coord-overlap|UniProtKB:P32797|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2380	biolink:part_of	Pfam:PF16853	seq-struct-coord-overlap|UniProtKB:P32797|n=1|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2420	biolink:overlaps	InterPro:IPR007639	seq-struct-coord-overlap|UniProtKB:O62431,UniProtKB:P13188,UniProtKB:P47897,UniProtKB:Q8BML9,UniProtKB:Q8W4F3…|n=6|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2420	biolink:overlaps	Pfam:PF04558	seq-struct-coord-overlap|UniProtKB:O62431,UniProtKB:P13188,UniProtKB:P47897,UniProtKB:Q8BML9,UniProtKB:Q8W4F3…|n=6|UniProt:2026_02,InterPro:109.0
CATH:1.10.10.2420	biolink:related_to	InterPro:IPR042559	seq-struct-coord-overlap|UniProtKB:O62431,UniProtKB:P13188,UniProtKB:P47897,UniProtKB:Q8BML9,UniProtKB:Q8W4F3…|n=6|UniProt:2026_02,InterPro:109.0
