subject	predicate	object	relation_source
CATH:1.10.287.600	biolink:related_to	GO:0005874	trait-implies-localization|conf=0.98|balanced=0.98|organisms=5|lift=87x|n=79|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.287.810	biolink:related_to	GO:0015031	trait-implies-biological-process|conf=0.97|balanced=0.96|organisms=5|lift=56x|n=31|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.400.10	biolink:related_to	GO:0003924	trait-implies-molecular-function|conf=0.98|balanced=0.99|organisms=4|lift=73x|n=62|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.400.10	biolink:related_to	GO:0005525	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=4|lift=56x|n=63|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.400.10	biolink:related_to	GO:0005834	trait-implies-localization|conf=0.98|balanced=0.99|organisms=4|lift=710x|n=62|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.400.10	biolink:related_to	GO:0031683	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=4|lift=942x|n=63|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.4020.10	biolink:related_to	GO:0006357	trait-implies-biological-process|conf=0.96|balanced=0.97|organisms=2|lift=22x|n=77|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.4020.10	biolink:related_to	GO:0008270	trait-implies-molecular-function|conf=0.95|balanced=0.97|organisms=2|lift=12x|n=76|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.420.10	biolink:related_to	GO:0020037	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=1|lift=99x|n=82|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.420.10	biolink:related_to	GO:0042744	trait-implies-biological-process|conf=1.00|balanced=1.00|organisms=1|lift=494x|n=82|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.420.10	biolink:related_to	GO:0046872	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=1|lift=14x|n=82|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.490.10	biolink:related_to	GO:0019825	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=3|lift=1097x|n=40|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.490.10	biolink:related_to	GO:0020037	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=3|lift=99x|n=40|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.510.10	biolink:related_to	GO:0005524	trait-implies-molecular-function|conf=0.99|balanced=0.95|organisms=8|lift=10x|n=2195|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.520.10	biolink:related_to	GO:0020037	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=1|lift=99x|n=83|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.520.10	biolink:related_to	GO:0042744	trait-implies-biological-process|conf=1.00|balanced=1.00|organisms=1|lift=494x|n=83|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.520.10	biolink:related_to	GO:0046872	trait-implies-molecular-function|conf=0.99|balanced=0.99|organisms=1|lift=14x|n=82|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.540.10	biolink:related_to	GO:0050660	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=5|lift=232x|n=51|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.555.10	biolink:related_to	GO:0005096	trait-implies-molecular-function|conf=0.98|balanced=0.99|organisms=5|lift=117x|n=157|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.560.10	biolink:related_to	GO:0005524	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=6|lift=10x|n=73|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.565.10	biolink:related_to	GO:0008270	trait-implies-molecular-function|conf=0.98|balanced=0.98|organisms=4|lift=12x|n=205|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.630.10	biolink:related_to	GO:0005506	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=6|lift=107x|n=378|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.630.10	biolink:related_to	GO:0020037	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=6|lift=99x|n=378|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.640.10	biolink:related_to	GO:0006979	trait-implies-biological-process|conf=1.00|balanced=1.00|organisms=3|lift=112x|n=30|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.640.10	biolink:related_to	GO:0020037	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=3|lift=99x|n=30|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.730.10	biolink:related_to	GO:0005524	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=6|lift=10x|n=56|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.8.270	biolink:related_to	GO:0005096	trait-implies-molecular-function|conf=0.96|balanced=0.94|organisms=3|lift=114x|n=90|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.8.430	biolink:related_to	GO:0043531	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=1|lift=379x|n=92|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.8.710	biolink:related_to	GO:0005524	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=2|lift=10x|n=30|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.8.710	biolink:related_to	GO:0008569	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=2|lift=2002x|n=30|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.8.710	biolink:related_to	GO:0045505	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=2|lift=1001x|n=30|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.8.710	biolink:related_to	GO:0051959	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=2|lift=1291x|n=30|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.10.840.10	biolink:related_to	GO:0005085	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=3|lift=142x|n=65|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.1110.10	biolink:related_to	GO:0005524	trait-implies-molecular-function|conf=0.98|balanced=0.98|organisms=4|lift=10x|n=85|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.1110.10	biolink:related_to	GO:0016887	trait-implies-molecular-function|conf=0.98|balanced=0.98|organisms=4|lift=38x|n=85|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.120.1080	biolink:related_to	EC:3.6.4.13	trait-implies-enzymatic-activity|conf=0.96|balanced=0.96|organisms=6|lift=244x|n=71|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.120.1080	biolink:related_to	GO:0005524	trait-implies-molecular-function|conf=0.99|balanced=0.98|organisms=6|lift=10x|n=73|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.120.1240	biolink:related_to	GO:0003924	trait-implies-molecular-function|conf=0.97|balanced=0.96|organisms=3|lift=72x|n=30|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.120.1240	biolink:related_to	GO:0005525	trait-implies-molecular-function|conf=0.97|balanced=0.96|organisms=3|lift=54x|n=30|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.120.1750	biolink:related_to	GO:0008270	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=3|lift=12x|n=54|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.120.1770	biolink:related_to	GO:0046872	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=3|lift=14x|n=30|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.120.720	biolink:related_to	GO:0005524	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=6|lift=10x|n=109|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.120.720	biolink:related_to	GO:0051015	trait-implies-molecular-function|conf=0.95|balanced=0.96|organisms=6|lift=125x|n=104|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.140.100	biolink:related_to	GO:0005524	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=2|lift=10x|n=31|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.140.100	biolink:related_to	GO:0008569	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=2|lift=2002x|n=31|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.140.100	biolink:related_to	GO:0045505	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=2|lift=1001x|n=31|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.140.100	biolink:related_to	GO:0051959	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=2|lift=1291x|n=31|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.140.40	biolink:related_to	GO:0046910	trait-implies-molecular-function|conf=0.96|balanced=0.96|organisms=1|lift=1332x|n=55|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.1440.80	biolink:related_to	GO:0005243	trait-implies-molecular-function|conf=0.95|balanced=0.95|organisms=2|lift=1120x|n=39|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.1440.80	biolink:related_to	GO:0005922	trait-implies-localization|conf=1.00|balanced=1.00|organisms=2|lift=1953x|n=41|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.1440.80	biolink:related_to	GO:0007267	trait-implies-biological-process|conf=1.00|balanced=1.00|organisms=2|lift=221x|n=41|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.1560.10	biolink:related_to	GO:0005524	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=8|lift=10x|n=141|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
CATH:1.20.1560.10	biolink:related_to	GO:0016887	trait-implies-molecular-function|conf=1.00|balanced=1.00|organisms=8|lift=39x|n=141|Swiss-Prot(Homo sapiens,Mus musculus,Arabidopsis thaliana,Saccharomyces cerevisiae,Escherichia coli,Caenorhabditis elegans,Bacillus subtilis,Drosophila melanogaster,Methanocaldococcus jannaschii,Plasmodium falciparum)
