protein_id	descriptor_id	status	value	unit	sequence_sha256	observation_id
UniProtKB:O14618	proteintraitsmech:B01	OK	-10.660023258707339	e	44d801e6d70a542dfa532339915adefb0d32981ad0001bd2421b9220f8104ffc	ptm-observation:7dbc5284ea7e3891b81b37d0475ca3c1e090958409c56cc9da41acdd3a7cbdfb
UniProtKB:O14618	proteintraitsmech:B02	OK	5.3219621777534485	pH	44d801e6d70a542dfa532339915adefb0d32981ad0001bd2421b9220f8104ffc	ptm-observation:8aae4c760a5fd18da3d3c3da40906414d00dd98e88540bbd9b51c08b52d9dae1
UniProtKB:O14618	proteintraitsmech:B03	OK	0.08394160583941605	1	44d801e6d70a542dfa532339915adefb0d32981ad0001bd2421b9220f8104ffc	ptm-observation:f9c4da6c876271822048d3e32a571ff13e9516304b47b6683daf94e54a63fc84
UniProtKB:O14618	proteintraitsmech:B04	OK	0.12408759124087591	1	44d801e6d70a542dfa532339915adefb0d32981ad0001bd2421b9220f8104ffc	ptm-observation:33b89fc171d9b505da2d665583aa6b8f7600b7b7f1833d57f1e835723514188d
UniProtKB:O14618	proteintraitsmech:B05	OK	0.20802919708029197	1	44d801e6d70a542dfa532339915adefb0d32981ad0001bd2421b9220f8104ffc	ptm-observation:ec0c00f03cff1e3d2526f1d31c51675ce8d0140ba6453518b915d8237e0cbc7b
UniProtKB:O14618	proteintraitsmech:B06	OK	0.8695597320053458	1	44d801e6d70a542dfa532339915adefb0d32981ad0001bd2421b9220f8104ffc	ptm-observation:9d4e64c5c08414e1e26d5f8d7ec01eb0ba79f9c4eaeb7307a8a4446d64db07ec
UniProtKB:O14618	proteintraitsmech:B08	OK	-0.3051094890510949	1	44d801e6d70a542dfa532339915adefb0d32981ad0001bd2421b9220f8104ffc	ptm-observation:13f1a515fa9b761dfcaf9a7c7937b021bc959e2f71af7c64a1aedcedd045d563
UniProtKB:O14618	proteintraitsmech:B09	OK		1	44d801e6d70a542dfa532339915adefb0d32981ad0001bd2421b9220f8104ffc	ptm-observation:495a266304e70ee620522dbd5cc4ed21a7e84b98b3a10b9354fedf4564f21611
UniProtKB:O14618	proteintraitsmech:B10	OK		1	44d801e6d70a542dfa532339915adefb0d32981ad0001bd2421b9220f8104ffc	ptm-observation:967d7cee32e0a65d614aa2fbf856004bde761bb291376a9139bee094d43a99f2
UniProtKB:O14618	proteintraitsmech:B13	OK		1	44d801e6d70a542dfa532339915adefb0d32981ad0001bd2421b9220f8104ffc	ptm-observation:661b2544e6a11b5a69214d556ee7e1874f40e84086351bd1d440c3abc43ae154
UniProtKB:O14618	proteintraitsmech:B16	OK	4.033987674044039	bit	44d801e6d70a542dfa532339915adefb0d32981ad0001bd2421b9220f8104ffc	ptm-observation:3128f7eaa37706b26c8afa8586884951722f3cc631d7a9f81d9c87882e4e107f
UniProtKB:O14618	proteintraitsmech:B22	NOT_AVAILABLE		1	44d801e6d70a542dfa532339915adefb0d32981ad0001bd2421b9220f8104ffc	ptm-observation:f0fa6d1cc58a8aa72f4bfa4f4503b038fcceb3857f33d94ced60978b642ffd30
UniProtKB:O22765	proteintraitsmech:B01	OK	-3.211072740098716	e	fc5d9f0294451859bc443ae0146bdafb424994b75cd9afb22e3ba87060efdf46	ptm-observation:5bad88e4c862d74d5cdae836d07f4d685d861f82d262196e50851d24f9e9f66b
UniProtKB:O22765	proteintraitsmech:B02	OK	5.764657557010651	pH	fc5d9f0294451859bc443ae0146bdafb424994b75cd9afb22e3ba87060efdf46	ptm-observation:1a9066dd948cd1144a51e14164525c93c8b9ee7c0ef3c3ba5fd140ddc4965248
UniProtKB:O22765	proteintraitsmech:B03	OK	0.10181818181818182	1	fc5d9f0294451859bc443ae0146bdafb424994b75cd9afb22e3ba87060efdf46	ptm-observation:56b3e6e64db825688b7a5a31a21144552805327654e14c4e467a3ed272b6aa7e
UniProtKB:O22765	proteintraitsmech:B04	OK	0.11272727272727273	1	fc5d9f0294451859bc443ae0146bdafb424994b75cd9afb22e3ba87060efdf46	ptm-observation:210d344fcfdbedfd449d421bcbad91275ea4713b5698dad8c3abf22bba5d6f11
UniProtKB:O22765	proteintraitsmech:B05	OK	0.21454545454545454	1	fc5d9f0294451859bc443ae0146bdafb424994b75cd9afb22e3ba87060efdf46	ptm-observation:f748941d4ff80a18f6036b01da00cc408440d51ec2ccce99e366309764f91c6c
UniProtKB:O22765	proteintraitsmech:B06	OK	-0.30761596497760435	1	fc5d9f0294451859bc443ae0146bdafb424994b75cd9afb22e3ba87060efdf46	ptm-observation:e56f2b0aa883b77eb8e1974bbb4a86f21b33a3a751350257bee5dbbe3ad293d5
UniProtKB:O22765	proteintraitsmech:B08	OK	0.028727272727272716	1	fc5d9f0294451859bc443ae0146bdafb424994b75cd9afb22e3ba87060efdf46	ptm-observation:38385ef0cba3d5de9c168512b1648bb19eff97ef34b779b77f35711264db9dc9
UniProtKB:O22765	proteintraitsmech:B09	OK		1	fc5d9f0294451859bc443ae0146bdafb424994b75cd9afb22e3ba87060efdf46	ptm-observation:08b63c324b818fd63378786722c304b8e0a305ba2d8d7cb6dbfd17d5430b0bca
UniProtKB:O22765	proteintraitsmech:B10	OK		1	fc5d9f0294451859bc443ae0146bdafb424994b75cd9afb22e3ba87060efdf46	ptm-observation:694649c66c68c3b08ca384204da883222602400a20927f4733878ebf1183ef3d
UniProtKB:O22765	proteintraitsmech:B13	OK		1	fc5d9f0294451859bc443ae0146bdafb424994b75cd9afb22e3ba87060efdf46	ptm-observation:6e16b802acd4cd7f9b95fe63a46dbdfb15b896c129aa02cda3a9ce7f965dd572
UniProtKB:O22765	proteintraitsmech:B16	OK	4.008192257474052	bit	fc5d9f0294451859bc443ae0146bdafb424994b75cd9afb22e3ba87060efdf46	ptm-observation:9e859d520cb50d900ec11f98b34c66a671e99a90ab1dad9613e2c21cb16d5105
UniProtKB:O22765	proteintraitsmech:B22	NOT_AVAILABLE		1	fc5d9f0294451859bc443ae0146bdafb424994b75cd9afb22e3ba87060efdf46	ptm-observation:88b32e03ecb93ae086e049cf9071c950771258cc4f72befc03a1617170454d39
UniProtKB:O65282	proteintraitsmech:B01	OK	2.6198165924884464	e	158a127e14be60e6ec332a980dbd10fa7fb0725bf53e698cc06e7997695cad0b	ptm-observation:dbb739cc8fc9bb53fc2b2c6a4afcb44f3f106e42cb668cc91f9ed004654d2966
UniProtKB:O65282	proteintraitsmech:B02	OK	8.856074273586273	pH	158a127e14be60e6ec332a980dbd10fa7fb0725bf53e698cc06e7997695cad0b	ptm-observation:9ad47d10f4909e8dfb4f02c7a78cc6bbb42e456bb78b96a57dd1ebe1355e53ce
UniProtKB:O65282	proteintraitsmech:B03	OK	0.13043478260869565	1	158a127e14be60e6ec332a980dbd10fa7fb0725bf53e698cc06e7997695cad0b	ptm-observation:79248a6efa3c9c0776176460ff470820a488a7aa463e8b80befefc6e516ee5bb
UniProtKB:O65282	proteintraitsmech:B04	OK	0.11857707509881422	1	158a127e14be60e6ec332a980dbd10fa7fb0725bf53e698cc06e7997695cad0b	ptm-observation:b09acbfe847c037a2956760e6f6fef7deaa8e57a2997a2d024612f994f0e48c1
UniProtKB:O65282	proteintraitsmech:B05	OK	0.2490118577075099	1	158a127e14be60e6ec332a980dbd10fa7fb0725bf53e698cc06e7997695cad0b	ptm-observation:e9a563bc0e144f595fba1b417b9155096f6abd6e58e5f630c1c12c319c1c942a
UniProtKB:O65282	proteintraitsmech:B06	OK	-1.8710175027061127	1	158a127e14be60e6ec332a980dbd10fa7fb0725bf53e698cc06e7997695cad0b	ptm-observation:cb484d1429b23eb40fa438c331fbde91e0a86fba8e1276123ad3d4bb6b1ca447
UniProtKB:O65282	proteintraitsmech:B08	OK	-0.08260869565217392	1	158a127e14be60e6ec332a980dbd10fa7fb0725bf53e698cc06e7997695cad0b	ptm-observation:aabd92dbd4429c1b918969b8bff6c659591fef2a956e3e4477239f966058ce53
UniProtKB:O65282	proteintraitsmech:B09	OK		1	158a127e14be60e6ec332a980dbd10fa7fb0725bf53e698cc06e7997695cad0b	ptm-observation:c4be10de11fdc75df863dd0fcf9b5038a579f38563f8ba6439cadd7db0430f88
UniProtKB:O65282	proteintraitsmech:B10	OK		1	158a127e14be60e6ec332a980dbd10fa7fb0725bf53e698cc06e7997695cad0b	ptm-observation:b730993308c414317d74cf49e35b40b5cfe78c709aa962101de0a62a8d052a93
UniProtKB:O65282	proteintraitsmech:B13	OK		1	158a127e14be60e6ec332a980dbd10fa7fb0725bf53e698cc06e7997695cad0b	ptm-observation:e4b8e3d129cb69aba1f9df86f6337cd8e3fcb4519173033f64d373bb4e53a663
UniProtKB:O65282	proteintraitsmech:B16	OK	3.8955141018754436	bit	158a127e14be60e6ec332a980dbd10fa7fb0725bf53e698cc06e7997695cad0b	ptm-observation:b18e8eb2c9c0df18115d7aea021c9e96e0d5c470463d7dd4efb38187a791578d
UniProtKB:O65282	proteintraitsmech:B22	NOT_AVAILABLE		1	158a127e14be60e6ec332a980dbd10fa7fb0725bf53e698cc06e7997695cad0b	ptm-observation:be55c19169df6734b41760df7bbfca1bd3aa3814337e4b51e8ba1035b9d68f80
UniProtKB:P00909	proteintraitsmech:B01	OK	-10.547089511378	e	a0443e96d9e4599d626ac4e5f5a8e9459818b6bda811d4d677d1cf9d3c619e68	ptm-observation:1c2669dd3ff69b85a2e40186ed747bd8a30abea1dd6bace6986b165ce815160c
UniProtKB:P00909	proteintraitsmech:B02	OK	5.510614693164825	pH	a0443e96d9e4599d626ac4e5f5a8e9459818b6bda811d4d677d1cf9d3c619e68	ptm-observation:ca8ff266afa8762f32eb6a438ab607d2b517a20c8728bc2c9ace1593810d45ff
UniProtKB:P00909	proteintraitsmech:B03	OK	0.09050772626931568	1	a0443e96d9e4599d626ac4e5f5a8e9459818b6bda811d4d677d1cf9d3c619e68	ptm-observation:b3b63ec427399b748a9162844714e531c68904e336d996a843434a89857c61e7
UniProtKB:P00909	proteintraitsmech:B04	OK	0.11479028697571744	1	a0443e96d9e4599d626ac4e5f5a8e9459818b6bda811d4d677d1cf9d3c619e68	ptm-observation:fbb64a84083d56e8b08c2d8957cbe2f48676e3a90c053d4123231f1d98910fb3
UniProtKB:P00909	proteintraitsmech:B05	OK	0.2052980132450331	1	a0443e96d9e4599d626ac4e5f5a8e9459818b6bda811d4d677d1cf9d3c619e68	ptm-observation:609f853b6221c41b2d953054781f3c714910c11994667416f5c71faccd3e9750
UniProtKB:P00909	proteintraitsmech:B06	OK	0.4984503556350312	1	a0443e96d9e4599d626ac4e5f5a8e9459818b6bda811d4d677d1cf9d3c619e68	ptm-observation:6e3196841ae99253932095577a3d2798fae193ab3773d09d337d3a6a45b0faa1
UniProtKB:P00909	proteintraitsmech:B08	OK	-0.020971302428256088	1	a0443e96d9e4599d626ac4e5f5a8e9459818b6bda811d4d677d1cf9d3c619e68	ptm-observation:1d7676c50ca7e2a9c444ff089eea8c21016b0b27d51d1e54ee44f6e5fb207516
UniProtKB:P00909	proteintraitsmech:B09	OK		1	a0443e96d9e4599d626ac4e5f5a8e9459818b6bda811d4d677d1cf9d3c619e68	ptm-observation:5ae9cec1f5490c90491007bd12f7a96b263c83f7246af255519ebbe0824aaffc
UniProtKB:P00909	proteintraitsmech:B10	OK		1	a0443e96d9e4599d626ac4e5f5a8e9459818b6bda811d4d677d1cf9d3c619e68	ptm-observation:4ecd810e83ad2e887c40af14621be8cc521e305b64c372c4b7d661c3fa371aaa
UniProtKB:P00909	proteintraitsmech:B13	OK		1	a0443e96d9e4599d626ac4e5f5a8e9459818b6bda811d4d677d1cf9d3c619e68	ptm-observation:0f67ced33b2180ebfd79be8f70dfda1cff6d4f9857e0669bb2f550b744276ae1
UniProtKB:P00909	proteintraitsmech:B16	OK	4.070035513237281	bit	a0443e96d9e4599d626ac4e5f5a8e9459818b6bda811d4d677d1cf9d3c619e68	ptm-observation:5ae5ab1c7ab9ba978ee1ccee3e69d507e068ffe99c1ea5fe9c989727a849f1ed
UniProtKB:P00909	proteintraitsmech:B22	NOT_AVAILABLE		1	a0443e96d9e4599d626ac4e5f5a8e9459818b6bda811d4d677d1cf9d3c619e68	ptm-observation:ea9c9f196e107d7c857e71cf8c3e77c3ec736f4fbfc6816cee8353c7c08a2309
UniProtKB:P0A6U3	proteintraitsmech:B01	OK	-4.465616963483784	e	ef0ae286e6c4c31bafaae8e4ac50e6feaf08debdfb2040a733df19c66c570a0b	ptm-observation:205748d87291659891a41d444dadabb4f9efe8c6aa7c56109dbd5cd5e18b6efd
UniProtKB:P0A6U3	proteintraitsmech:B02	OK	6.19543844461441	pH	ef0ae286e6c4c31bafaae8e4ac50e6feaf08debdfb2040a733df19c66c570a0b	ptm-observation:27aefd5216b95f0a8b58f0ea637beff129613b9a0640e4a7fae4d9c828bf7ff2
UniProtKB:P0A6U3	proteintraitsmech:B03	OK	0.11287758346581876	1	ef0ae286e6c4c31bafaae8e4ac50e6feaf08debdfb2040a733df19c66c570a0b	ptm-observation:4a5e386710a724863647565d142f601ecc83374914d9328ee4c3eeae52505605
UniProtKB:P0A6U3	proteintraitsmech:B04	OK	0.12082670906200318	1	ef0ae286e6c4c31bafaae8e4ac50e6feaf08debdfb2040a733df19c66c570a0b	ptm-observation:14c8a5cd89f4371160bca6d7b7f58e842f7cfadd72b3abfc0503611ddf1b785d
UniProtKB:P0A6U3	proteintraitsmech:B05	OK	0.23370429252782193	1	ef0ae286e6c4c31bafaae8e4ac50e6feaf08debdfb2040a733df19c66c570a0b	ptm-observation:5efc0efb9729b6c135629ab1cd42b2ca7c62059dd795adfbf94e8b43e375be03
UniProtKB:P0A6U3	proteintraitsmech:B06	OK	-1.1442244881559558	1	ef0ae286e6c4c31bafaae8e4ac50e6feaf08debdfb2040a733df19c66c570a0b	ptm-observation:17e78aefa807de460bb4beac0d17bf45373a2e04cfe1498036d6347f1ab7779c
UniProtKB:P0A6U3	proteintraitsmech:B08	OK	-0.307631160572337	1	ef0ae286e6c4c31bafaae8e4ac50e6feaf08debdfb2040a733df19c66c570a0b	ptm-observation:6e235617cebf83776520d3a8c9adb20265bead12431a3c7251bcd6bfc906751d
UniProtKB:P0A6U3	proteintraitsmech:B09	OK		1	ef0ae286e6c4c31bafaae8e4ac50e6feaf08debdfb2040a733df19c66c570a0b	ptm-observation:334f221b809d00d30f603af6c06a64ce71284bc822721019c22bccd74b37aca4
UniProtKB:P0A6U3	proteintraitsmech:B10	OK		1	ef0ae286e6c4c31bafaae8e4ac50e6feaf08debdfb2040a733df19c66c570a0b	ptm-observation:a1e6b3f218a4817a9e13ea27cfaf6a86fc55bfd927f4e2c0ecf33b75792063c1
UniProtKB:P0A6U3	proteintraitsmech:B13	OK		1	ef0ae286e6c4c31bafaae8e4ac50e6feaf08debdfb2040a733df19c66c570a0b	ptm-observation:5e1598b0e3353772d75d8746b485a3aa1b3d5f3d864615de3e842241997ea686
UniProtKB:P0A6U3	proteintraitsmech:B16	OK	4.107122082375902	bit	ef0ae286e6c4c31bafaae8e4ac50e6feaf08debdfb2040a733df19c66c570a0b	ptm-observation:24f442295580314b8cb9c78b67be4552e17165d1624acc0bbfef5e4aa6e8fdb6
UniProtKB:P0A6U3	proteintraitsmech:B22	NOT_AVAILABLE		1	ef0ae286e6c4c31bafaae8e4ac50e6feaf08debdfb2040a733df19c66c570a0b	ptm-observation:85ae734a0d712bb0d3e83309241f31bfee4641c0b29711a76eadf82bf327c86a
UniProtKB:P0ABD8	proteintraitsmech:B01	OK	-9.373793185781807	e	ec64b1fae668cecf3d3f8c0737c990a9152e06a334a351bcd807df0d1d69808e	ptm-observation:3ffb4baa3b11d3a9cab1cbba1c623a6ffa528372d0934889c264f9215ab6813c
UniProtKB:P0ABD8	proteintraitsmech:B02	OK	4.657516896724701	pH	ec64b1fae668cecf3d3f8c0737c990a9152e06a334a351bcd807df0d1d69808e	ptm-observation:242e28d341cc8f31a6ae2edf34e7db72311d880c3052fe4757010fc31cd02036
UniProtKB:P0ABD8	proteintraitsmech:B03	OK	0.08333333333333333	1	ec64b1fae668cecf3d3f8c0737c990a9152e06a334a351bcd807df0d1d69808e	ptm-observation:4c2a8943a4b6027fb30fe8024ef3f147f05b08fc89f4d42791f7294b6b8220eb
UniProtKB:P0ABD8	proteintraitsmech:B04	OK	0.14102564102564102	1	ec64b1fae668cecf3d3f8c0737c990a9152e06a334a351bcd807df0d1d69808e	ptm-observation:705a4162f0facf7d62c08d44716931c29ac61340bf0045f9f8285b165a3e7a76
UniProtKB:P0ABD8	proteintraitsmech:B05	OK	0.22435897435897437	1	ec64b1fae668cecf3d3f8c0737c990a9152e06a334a351bcd807df0d1d69808e	ptm-observation:bac15bc0b5477d389101f439f85a4cab4d335b3ac025fd64c17722740fccd503
UniProtKB:P0ABD8	proteintraitsmech:B06	OK	1.3613077282049058	1	ec64b1fae668cecf3d3f8c0737c990a9152e06a334a351bcd807df0d1d69808e	ptm-observation:38f5d5a5263cd562b11f7caec03fd397809439e1ee298837c10f134ff93965ed
UniProtKB:P0ABD8	proteintraitsmech:B08	OK	0.010256410256410256	1	ec64b1fae668cecf3d3f8c0737c990a9152e06a334a351bcd807df0d1d69808e	ptm-observation:ba004e29de0ae7fca405d9eb8500b4b9ad4bd0b53944ccfacd6aef64744013b1
UniProtKB:P0ABD8	proteintraitsmech:B09	OK		1	ec64b1fae668cecf3d3f8c0737c990a9152e06a334a351bcd807df0d1d69808e	ptm-observation:6c4a5ef52c1d589740ec9889b12d715fde84786894490d6066e199868f5a60d5
UniProtKB:P0ABD8	proteintraitsmech:B10	OK		1	ec64b1fae668cecf3d3f8c0737c990a9152e06a334a351bcd807df0d1d69808e	ptm-observation:bcd0b0eebac712760ebace1c26ed074bd6a954496def6ff6850b4f5fed0567a2
UniProtKB:P0ABD8	proteintraitsmech:B13	OK		1	ec64b1fae668cecf3d3f8c0737c990a9152e06a334a351bcd807df0d1d69808e	ptm-observation:8f7bd18ac175c35039ea2723b702ecc4f50928422e3c0b86b633db31b811294e
UniProtKB:P0ABD8	proteintraitsmech:B16	OK	3.918845906446598	bit	ec64b1fae668cecf3d3f8c0737c990a9152e06a334a351bcd807df0d1d69808e	ptm-observation:f5f9e677927374dbf065a7b322d17c50e3e9d8130ac82c5a0243e69e620039a2
UniProtKB:P0ABD8	proteintraitsmech:B22	NOT_AVAILABLE		1	ec64b1fae668cecf3d3f8c0737c990a9152e06a334a351bcd807df0d1d69808e	ptm-observation:71bcba72d2783d0b43d1eb66cde35479c35f1c4f0baecc5b8641286c17956ed3
UniProtKB:P0AFG8	proteintraitsmech:B01	OK	-24.386622639237515	e	bf43e86a2f3fadbc4bd9c8e6ef28ff919bc8a948b04269fd535a6b1b3a0b06fb	ptm-observation:9776338dc58a9e4b2b6b3f01e0da2c0ee2e0b8e63048e617b876b21f1b4e5fd9
UniProtKB:P0AFG8	proteintraitsmech:B02	OK	5.456793367862701	pH	bf43e86a2f3fadbc4bd9c8e6ef28ff919bc8a948b04269fd535a6b1b3a0b06fb	ptm-observation:c7660bdefb862fc05527c85726d0de9f4fe639b2537c23094765ee6453a47c6c
UniProtKB:P0AFG8	proteintraitsmech:B03	OK	0.10935738444193913	1	bf43e86a2f3fadbc4bd9c8e6ef28ff919bc8a948b04269fd535a6b1b3a0b06fb	ptm-observation:1c5f39e2d2166cf7fe9e593b73e892be5416b1483965a4ba83b51babb1f6fdec
UniProtKB:P0AFG8	proteintraitsmech:B04	OK	0.1386696730552424	1	bf43e86a2f3fadbc4bd9c8e6ef28ff919bc8a948b04269fd535a6b1b3a0b06fb	ptm-observation:61bf9b391836fe80ebdf66e303d5eb73f741aa954ec7426d16e241be2d1eba9f
UniProtKB:P0AFG8	proteintraitsmech:B05	OK	0.2480270574971815	1	bf43e86a2f3fadbc4bd9c8e6ef28ff919bc8a948b04269fd535a6b1b3a0b06fb	ptm-observation:e87a93f55fb736d5da963b6f3b9697a2fe9d67c43165075d0494f655a0757896
UniProtKB:P0AFG8	proteintraitsmech:B06	OK	5.662689964084061	1	bf43e86a2f3fadbc4bd9c8e6ef28ff919bc8a948b04269fd535a6b1b3a0b06fb	ptm-observation:893a9b30ec06a5f1aaa8f8ab255082a9b4be0ebd0accbc25aee59ebd053eee92
UniProtKB:P0AFG8	proteintraitsmech:B08	OK	-0.4368658399098083	1	bf43e86a2f3fadbc4bd9c8e6ef28ff919bc8a948b04269fd535a6b1b3a0b06fb	ptm-observation:03eaa70160eba8727be7985897eaa44f354b7e310089084387cf309580199977
UniProtKB:P0AFG8	proteintraitsmech:B09	OK		1	bf43e86a2f3fadbc4bd9c8e6ef28ff919bc8a948b04269fd535a6b1b3a0b06fb	ptm-observation:2bf426ec0e50a301dde266dbdf96df38997c671c2ef3f3db9ff2e7d4738f52b2
UniProtKB:P0AFG8	proteintraitsmech:B10	OK		1	bf43e86a2f3fadbc4bd9c8e6ef28ff919bc8a948b04269fd535a6b1b3a0b06fb	ptm-observation:66da7510557cec62926266b9870fd31dced1b3ac93cc6057fec66446432db65b
UniProtKB:P0AFG8	proteintraitsmech:B13	OK		1	bf43e86a2f3fadbc4bd9c8e6ef28ff919bc8a948b04269fd535a6b1b3a0b06fb	ptm-observation:69bb3c2fa0a7a820a003f764cc74b36f7ff1c663477cc8cf592e30fc32ebcf60
UniProtKB:P0AFG8	proteintraitsmech:B16	OK	4.167678329704379	bit	bf43e86a2f3fadbc4bd9c8e6ef28ff919bc8a948b04269fd535a6b1b3a0b06fb	ptm-observation:f627a9e1feee2ed336859d1c89ff73fcaab8877c3a05bf780904a2e331cd70b0
UniProtKB:P0AFG8	proteintraitsmech:B22	NOT_AVAILABLE		1	bf43e86a2f3fadbc4bd9c8e6ef28ff919bc8a948b04269fd535a6b1b3a0b06fb	ptm-observation:e1c72bdbfd537c0d25ae44f29e2bf496c24bdd9b88d5a0eb1b345e76596a90da
UniProtKB:P15848	proteintraitsmech:B01	OK	5.200986268579824	e	4fdbd892b97ebb48800a5b72d887015eb2cb10e7f7138912bf5e49a9770e2547	ptm-observation:7bc173b195d53756ecce29a9c9a36d2aa2a1864c857d5118367001c9298a37fd
UniProtKB:P15848	proteintraitsmech:B02	OK	8.432115137577057	pH	4fdbd892b97ebb48800a5b72d887015eb2cb10e7f7138912bf5e49a9770e2547	ptm-observation:f00cab0928a6fa4071ae998e14e24d727d93e05e44e22de90897bd6d0e462fa6
UniProtKB:P15848	proteintraitsmech:B03	OK	0.10131332082551595	1	4fdbd892b97ebb48800a5b72d887015eb2cb10e7f7138912bf5e49a9770e2547	ptm-observation:701e0fd09b7c51bbfcd776f31ccdbd2d79d35a657dcccd7d82dd7b1d01461ede
UniProtKB:P15848	proteintraitsmech:B04	OK	0.09380863039399624	1	4fdbd892b97ebb48800a5b72d887015eb2cb10e7f7138912bf5e49a9770e2547	ptm-observation:1e5dc9edb28bf9fd73f96c481bb693e4d275a19c4b69de4f7c6781c5d302c37b
UniProtKB:P15848	proteintraitsmech:B05	OK	0.1951219512195122	1	4fdbd892b97ebb48800a5b72d887015eb2cb10e7f7138912bf5e49a9770e2547	ptm-observation:1f1fe76f5dbdcd6082d43064f87d90586e42553148cd165f222b3d5fd303a85e
UniProtKB:P15848	proteintraitsmech:B06	OK	-0.5314737064381496	1	4fdbd892b97ebb48800a5b72d887015eb2cb10e7f7138912bf5e49a9770e2547	ptm-observation:dc5bda3325f1a4d251b243df1f0fcc9dd9a808cbb376de65644fa64ac2e6579c
UniProtKB:P15848	proteintraitsmech:B08	OK	-0.3382739212007505	1	4fdbd892b97ebb48800a5b72d887015eb2cb10e7f7138912bf5e49a9770e2547	ptm-observation:7158beb3bc4890cf59c97d6d791e557b59e101dd526e9773b7c7aafd6f68a577
UniProtKB:P15848	proteintraitsmech:B09	OK		1	4fdbd892b97ebb48800a5b72d887015eb2cb10e7f7138912bf5e49a9770e2547	ptm-observation:d92d866c38f40765aef4ce73293bc7c08c8ceb1b177b914e3dbc989f96cd1d31
UniProtKB:P15848	proteintraitsmech:B10	OK		1	4fdbd892b97ebb48800a5b72d887015eb2cb10e7f7138912bf5e49a9770e2547	ptm-observation:138ebf125441dc29569f827939600078c5bf6f30dce276021ee69ae5e7d3b258
UniProtKB:P15848	proteintraitsmech:B13	OK		1	4fdbd892b97ebb48800a5b72d887015eb2cb10e7f7138912bf5e49a9770e2547	ptm-observation:ad14d4fc0a49d4c96c92c730d960c76025a98b80994ab8875976128972f0c0be
